_id,Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
17146,2021Q2,S08000015,S08000031,"",Breast,"",1,r,1,r
17147,2021Q2,S08000015,S08000031,"",Cervical,"",5,r,5,r
17148,2021Q2,S08000015,S08000031,"",Colorectal,"",5,r,5,r
17149,2021Q2,S08000015,S08000031,"",Head & Neck,"",9,r,9,r
17150,2021Q2,S08000015,S08000031,"",Lung,"",20,r,19,r
17151,2021Q2,S08000015,S08000031,"",Ovarian,"",3,r,3,r
17152,2021Q2,S08000015,S08000031,"",Upper GI,"",13,r,12,r
17153,2021Q2,S08000015,S08000031,"",Urological,"",2,r,2,r
17154,2021Q2,S08000015,SB0801,"",Lung,"",14,r,14,r
17155,2021Q2,S08000016,S08000016,"",Breast,"",12,r,12,r
17156,2021Q2,S08000016,S08000016,"",Colorectal,"",22,r,22,r
17157,2021Q2,S08000016,S08000016,"",Head & Neck,"",2,r,2,r
17158,2021Q2,S08000016,S08000016,"",Lung,"",16,r,16,r
17159,2021Q2,S08000016,S08000016,"",Lymphoma,"",4,r,4,r
17160,2021Q2,S08000016,S08000016,"",Melanoma,"",15,r,15,r
17161,2021Q2,S08000016,S08000016,"",Ovarian,"",5,r,5,r
17162,2021Q2,S08000016,S08000016,"",Upper GI,"",8,r,8,r
17163,2021Q2,S08000016,S08000016,"",Urological,"",13,r,13,r
17164,2021Q2,S08000016,S08000024,"",Breast,"",1,r,1,r
17165,2021Q2,S08000016,S08000024,"",Head & Neck,"",3,r,3,r
17166,2021Q2,S08000016,S08000024,"",Lung,"",3,r,3,r
17167,2021Q2,S08000016,S08000024,"",Upper GI,"",3,r,3,r
17168,2021Q2,S08000016,S08000024,"",Urological,"",4,r,4,r
17169,2021Q2,S08000017,S08000017,"",Breast,"",28,r,28,r
17170,2021Q2,S08000017,S08000017,"",Colorectal,"",30,r,30,r
17171,2021Q2,S08000017,S08000017,"",Head & Neck,"",3,r,3,r
17172,2021Q2,S08000017,S08000017,"",Lung,"",18,r,18,r
17173,2021Q2,S08000017,S08000017,"",Lymphoma,"",9,r,9,r
17174,2021Q2,S08000017,S08000017,"",Melanoma,"",12,r,12,r
17175,2021Q2,S08000017,S08000017,"",Upper GI,"",14,r,14,r
17176,2021Q2,S08000017,S08000017,"",Urological,"",31,r,30,r
17177,2021Q2,S08000017,S08000024,"",Cervical,"",1,r,1,r
17178,2021Q2,S08000017,S08000024,"",Colorectal,"",3,r,3,r
17179,2021Q2,S08000017,S08000024,"",Head & Neck,"",12,r,12,r
17180,2021Q2,S08000017,S08000024,"",Lung,"",5,r,5,r
17181,2021Q2,S08000017,S08000024,"",Ovarian,"",2,r,2,r
17182,2021Q2,S08000017,S08000024,"",Upper GI,"",5,r,5,r
17183,2021Q2,S08000017,S08000024,"",Urological,"",6,r,5,r
17184,2021Q2,S08000017,S08000031,"",Head & Neck,"",3,r,3,r
17185,2021Q2,S08000017,S08000031,"",Lymphoma,"",1,r,1,r
17186,2021Q2,S08000017,SB0801,"",Lung,"",3,r,3,r
17187,2021Q2,S08000019,S08000019,"",Breast,"",53,r,52,r
17188,2021Q2,S08000019,S08000019,"",Cervical,"",3,r,3,r
17189,2021Q2,S08000019,S08000019,"",Colorectal,"",45,r,43,r
17190,2021Q2,S08000019,S08000019,"",Head & Neck,"",7,r,7,r
17191,2021Q2,S08000019,S08000019,"",Lung,"",42,r,42,r
17192,2021Q2,S08000019,S08000019,"",Lymphoma,"",21,r,21,r
17193,2021Q2,S08000019,S08000019,"",Melanoma,"",15,r,14,r
17194,2021Q2,S08000019,S08000019,"",Ovarian,"",6,r,6,r
17195,2021Q2,S08000019,S08000019,"",Upper GI,"",31,r,31,r
17196,2021Q2,S08000019,S08000019,"",Urological,"",63,r,61,r
17197,2021Q2,S08000019,S08000024,"",Upper GI,"",4,r,4,r
17198,2021Q2,S08000019,S08000031,"",Cervical,"",2,r,2,r
17199,2021Q2,S08000019,S08000031,"",Colorectal,"",4,r,3,r
17200,2021Q2,S08000019,S08000031,"",Head & Neck,"",12,r,12,r
17201,2021Q2,S08000019,S08000031,"",Lung,"",8,r,6,r
17202,2021Q2,S08000019,S08000031,"",Ovarian,"",1,r,1,r
17203,2021Q2,S08000019,S08000031,"",Upper GI,"",13,r,13,r
17204,2021Q2,S08000019,S08000031,"",Urological,"",15,r,14,r
17205,2021Q2,S08000019,SB0801,"",Head & Neck,"",2,r,2,r
17206,2021Q2,S08000019,SB0801,"",Lung,"",9,r,9,r
17207,2021Q2,S08000020,S08000020,"",Breast,"",121,r,117,r
17208,2021Q2,S08000020,S08000020,"",Cervical,"",7,r,6,r
17209,2021Q2,S08000020,S08000020,"",Colorectal,"",90,r,83,r
17210,2021Q2,S08000020,S08000020,"",Head & Neck,"",16,r,16,r
17211,2021Q2,S08000020,S08000020,"",Lung,"",118,r,116,r
17212,2021Q2,S08000020,S08000020,"",Lymphoma,"",28,r,28,r
17213,2021Q2,S08000020,S08000020,"",Melanoma,"",29,r,29,r
17214,2021Q2,S08000020,S08000020,"",Ovarian,"",12,r,12,r
17215,2021Q2,S08000020,S08000020,"",Upper GI,"",66,r,66,r
17216,2021Q2,S08000020,S08000020,"",Urological,"",225,r,217,r
17217,2021Q2,S08000020,S08000022,"",Upper GI,"",1,r,1,r
17218,2021Q2,S08000020,S08000024,"",Upper GI,"",1,r,1,r
17219,2021Q2,S08000022,S08000020,"",Ovarian,"",1,r,1,r
17220,2021Q2,S08000022,S08000020,"",Urological,"",4,r,4,r
17221,2021Q2,S08000022,S08000022,"",Breast,"",66,r,64,r
17222,2021Q2,S08000022,S08000022,"",Cervical,"",2,r,2,r
17223,2021Q2,S08000022,S08000022,"",Colorectal,"",58,r,57,r
17224,2021Q2,S08000022,S08000022,"",Head & Neck,"",9,r,9,r
17225,2021Q2,S08000022,S08000022,"",Lung,"",39,r,39,r
17226,2021Q2,S08000022,S08000022,"",Lymphoma,"",11,r,11,r
17227,2021Q2,S08000022,S08000022,"",Melanoma,"",18,r,17,r
17228,2021Q2,S08000022,S08000022,"",Ovarian,"",6,r,6,r
17229,2021Q2,S08000022,S08000022,"",Upper GI,"",40,r,39,r
17230,2021Q2,S08000022,S08000022,"",Urological,"",95,r,87,r
17231,2021Q2,S08000022,S08000024,"",Melanoma,"",2,r,2,r
17232,2021Q2,S08000022,S08000024,"",Upper GI,"",2,r,2,r
17233,2021Q2,S08000022,S08000024,"",Urological,"",4,r,4,r
17234,2021Q2,S08000022,S08000030,"",Head & Neck,"",2,r,2,r
17235,2021Q2,S08000022,SB0801,"",Lung,"",5,r,5,r
17236,2021Q2,S08000024,S08000016,"",Breast,"",5,r,5,r
17237,2021Q2,S08000024,S08000024,"",Breast,"",234,r,234,r
17238,2021Q2,S08000024,S08000024,"",Cervical,"",9,r,9,r
17239,2021Q2,S08000024,S08000024,"",Colorectal,"",125,r,123,r
17240,2021Q2,S08000024,S08000024,"",Head & Neck,"",61,r,61,r
17241,2021Q2,S08000024,S08000024,"",Lung,"",141,r,141,r
17242,2021Q2,S08000024,S08000024,"",Lymphoma,"",42,r,42,r
17243,2021Q2,S08000024,S08000024,"",Melanoma,"",53,r,53,r
17244,2021Q2,S08000024,S08000024,"",Ovarian,"",13,r,13,r
17245,2021Q2,S08000024,S08000024,"",Upper GI,"",107,r,107,r
17246,2021Q2,S08000024,S08000024,"",Urological,"",163,r,154,r
17247,2021Q2,S08000024,S08000029,"",Breast,"",2,r,2,r
17248,2021Q2,S08000025,S08000020,"",Head & Neck,"",1,r,0,r
17249,2021Q2,S08000025,S08000020,"",Lung,"",1,r,0,r
17250,2021Q2,S08000025,S08000020,"",Upper GI,"",1,r,1,r
17251,2021Q2,S08000025,S08000020,"",Urological,"",4,r,2,r
17252,2021Q2,S08000025,S08000025,"",Colorectal,"",2,r,2,r
17253,2021Q2,S08000025,S08000025,"",Lung,"",1,r,1,r
17254,2021Q2,S08000025,S08000025,"",Lymphoma,"",1,r,1,r
17255,2021Q2,S08000025,S08000025,"",Melanoma,"",2,r,2,r
17256,2021Q2,S08000025,S08000025,"",Upper GI,"",2,r,2,r
17257,2021Q2,S08000025,S08000025,"",Urological,"",2,r,2,r
17258,2021Q2,S08000026,S08000020,"",Breast,"",1,r,1,r
17259,2021Q2,S08000026,S08000020,"",Cervical,"",1,r,1,r
17260,2021Q2,S08000026,S08000020,"",Colorectal,"",1,r,1,r
17261,2021Q2,S08000026,S08000020,"",Head & Neck,"",1,r,1,r
17262,2021Q2,S08000026,S08000020,"",Lung,"",1,r,1,r
17263,2021Q2,S08000026,S08000020,"",Lymphoma,"",1,r,1,r
17264,2021Q2,S08000026,S08000020,"",Upper GI,"",2,r,2,r
17265,2021Q2,S08000026,S08000020,"",Urological,"",1,r,1,r
17266,2021Q2,S08000026,S08000024,"",Urological,"",1,r,1,r
17267,2021Q2,S08000026,S08000026,"",Breast,"",4,r,4,r
17268,2021Q2,S08000026,S08000026,"",Colorectal,"",2,r,2,r
17269,2021Q2,S08000026,S08000026,"",Upper GI,"",1,r,1,r
17270,2021Q2,S08000026,S08000026,"",Urological,"",6,r,6,r
17271,2021Q2,S08000028,S08000022,"",Colorectal,"",5,r,5,r
17272,2021Q2,S08000028,S08000022,"",Lung,"",3,r,2,r
17273,2021Q2,S08000028,S08000022,"",Lymphoma,"",4,r,4,r
17274,2021Q2,S08000028,S08000022,"",Upper GI,"",2,r,2,r
17275,2021Q2,S08000028,S08000022,"",Urological,"",4,r,4,r
17276,2021Q2,S08000028,S08000028,"",Breast,"",1,r,1,r
17277,2021Q2,S08000028,S08000028,"",Colorectal,"",3,r,3,r
17278,2021Q2,S08000028,S08000028,"",Lung,"",3,r,3,r
17279,2021Q2,S08000028,S08000028,"",Melanoma,"",1,r,1,r
17280,2021Q2,S08000028,S08000028,"",Upper GI,"",4,r,4,r
17281,2021Q2,S08000028,S08000028,"",Urological,"",3,r,3,r
17282,2021Q2,S08000028,S08000031,"",Head & Neck,"",1,r,1,r
17283,2021Q2,S08000028,S08000031,"",Upper GI,"",2,r,2,r
17284,2021Q2,S08000029,S08000015,"",Breast,"",1,r,1,r
17285,2021Q2,S08000029,S08000024,"",Cervical,"",1,r,1,r
17286,2021Q2,S08000029,S08000024,"",Colorectal,"",7,r,7,r
17287,2021Q2,S08000029,S08000024,"",Head & Neck,"",8,r,8,r
17288,2021Q2,S08000029,S08000024,"",Lung,"",28,r,28,r
17289,2021Q2,S08000029,S08000024,"",Lymphoma,"",1,r,1,r
17290,2021Q2,S08000029,S08000024,"",Ovarian,"",1,r,1,r
17291,2021Q2,S08000029,S08000024,"",Upper GI,"",13,r,13,r
17292,2021Q2,S08000029,S08000024,"",Urological,"",19,r,19,r
17293,2021Q2,S08000029,S08000029,"",Breast,"",46,r,46,r
17294,2021Q2,S08000029,S08000029,"",Cervical,"",1,r,1,r
17295,2021Q2,S08000029,S08000029,"",Colorectal,"",49,r,49,r
17296,2021Q2,S08000029,S08000029,"",Head & Neck,"",4,r,4,r
17297,2021Q2,S08000029,S08000029,"",Lung,"",47,r,47,r
17298,2021Q2,S08000029,S08000029,"",Lymphoma,"",22,r,22,r
17299,2021Q2,S08000029,S08000029,"",Melanoma,"",12,r,12,r
17300,2021Q2,S08000029,S08000029,"",Ovarian,"",5,r,5,r
17301,2021Q2,S08000029,S08000029,"",Upper GI,"",35,r,34,r
17302,2021Q2,S08000029,S08000029,"",Urological,"",86,r,84,r
17303,2021Q2,S08000029,S08000030,"",Head & Neck,"",4,r,4,r
17304,2021Q2,S08000030,S08000020,"",Lung,"",2,r,2,r
17305,2021Q2,S08000030,S08000020,"",Ovarian,"",1,r,1,r
17306,2021Q2,S08000030,S08000020,"",Urological,"",1,r,1,r
17307,2021Q2,S08000030,S08000022,"",Lymphoma,"",1,r,1,r
17308,2021Q2,S08000030,S08000024,"",Lung,"",8,r,8,r
17309,2021Q2,S08000030,S08000024,"",Urological,"",3,r,3,r
17310,2021Q2,S08000030,S08000030,"",Breast,"",101,r,100,r
17311,2021Q2,S08000030,S08000030,"",Cervical,"",10,r,10,r
17312,2021Q2,S08000030,S08000030,"",Colorectal,"",85,r,85,r
17313,2021Q2,S08000030,S08000030,"",Head & Neck,"",24,r,22,r
17314,2021Q2,S08000030,S08000030,"",Lung,"",87,r,87,r
17315,2021Q2,S08000030,S08000030,"",Lymphoma,"",35,r,35,r
17316,2021Q2,S08000030,S08000030,"",Melanoma,"",24,r,24,r
17317,2021Q2,S08000030,S08000030,"",Ovarian,"",3,r,3,r
17318,2021Q2,S08000030,S08000030,"",Upper GI,"",61,r,61,r
17319,2021Q2,S08000030,S08000030,"",Urological,"",109,r,100,r
17320,2021Q2,S08000031,S08000019,"",Breast,"",1,r,1,r
17321,2021Q2,S08000031,S08000024,"",Upper GI,"",1,r,1,r
17322,2021Q2,S08000031,S08000031,"",Breast,"",313,r,308,r
17323,2021Q2,S08000031,S08000031,"",Cervical,"",14,r,14,r
17324,2021Q2,S08000031,S08000031,"",Colorectal,"",163,r,161,r
17325,2021Q2,S08000031,S08000031,"",Head & Neck,"",81,r,79,r
17326,2021Q2,S08000031,S08000031,"",Lung,"",291,r,291,r
17327,2021Q2,S08000031,S08000031,"",Lymphoma,"",29,r,29,r
17328,2021Q2,S08000031,S08000031,"",Melanoma,"",102,r,102,r
17329,2021Q2,S08000031,S08000031,"",Ovarian,"",14,r,14,r
17330,2021Q2,S08000031,S08000031,"",Upper GI,"",143,r,141,r
17331,2021Q2,S08000031,S08000031,"",Urological,"",374,r,359,r
17332,2021Q2,S08000031,S08000032,"",Breast,"",43,r,42,r
17333,2021Q2,S08000031,SB0801,"",Lung,"",48,r,48,r
17334,2021Q2,S08000032,S08000024,"",Upper GI,"",2,r,2,r
17335,2021Q2,S08000032,S08000031,"",Breast,"",3,r,3,r
17336,2021Q2,S08000032,S08000031,"",Cervical,"",17,r,16,r
17337,2021Q2,S08000032,S08000031,"",Colorectal,"",4,r,4,r
17338,2021Q2,S08000032,S08000031,"",Head & Neck,"",6,r,6,r
17339,2021Q2,S08000032,S08000031,"",Lung,"",22,r,22,r
17340,2021Q2,S08000032,S08000031,"",Lymphoma,"",1,r,1,r
17341,2021Q2,S08000032,S08000031,"",Ovarian,"",3,r,3,r
17342,2021Q2,S08000032,S08000031,"",Upper GI,"",19,r,19,r
17343,2021Q2,S08000032,S08000031,"",Urological,"",23,r,21,r
17344,2021Q2,S08000032,S08000032,"",Breast,"",86,r,85,r
17345,2021Q2,S08000032,S08000032,"",Cervical,"",2,r,2,r
17346,2021Q2,S08000032,S08000032,"",Colorectal,"",81,r,81,r
17347,2021Q2,S08000032,S08000032,"",Head & Neck,"",21,r,21,r
17348,2021Q2,S08000032,S08000032,"",Lung,"",81,r,81,r
17349,2021Q2,S08000032,S08000032,"",Lymphoma,"",26,r,26,r
17350,2021Q2,S08000032,S08000032,"",Melanoma,"",27,r,27,r
17351,2021Q2,S08000032,S08000032,"",Ovarian,"",5,r,5,r
17352,2021Q2,S08000032,S08000032,"",Upper GI,"",56,r,56,r
17353,2021Q2,S08000032,S08000032,"",Urological,"",81,r,79,r
17354,2021Q2,S08000032,SB0801,"",Lung,"",16,r,16,r
17355,2021Q2,S08000015,S92000003,d,Breast,"",114,r,110,r
17356,2021Q2,S08000015,S92000003,d,Cervical,"",5,r,5,r
17357,2021Q2,S08000015,S92000003,d,Colorectal,"",59,r,57,r
17358,2021Q2,S08000015,S92000003,d,Head & Neck,"",16,r,16,r
17359,2021Q2,S08000015,S92000003,d,Lung,"",80,r,79,r
17360,2021Q2,S08000015,S92000003,d,Lymphoma,"",18,r,18,r
17361,2021Q2,S08000015,S92000003,d,Melanoma,"",14,r,14,r
17362,2021Q2,S08000015,S92000003,d,Ovarian,"",5,r,5,r
17363,2021Q2,S08000015,S92000003,d,Upper GI,"",55,r,54,r
17364,2021Q2,S08000015,S92000003,d,Urological,"",50,r,50,r
17365,2021Q2,S08000016,S92000003,d,Breast,"",13,r,13,r
17366,2021Q2,S08000016,S92000003,d,Colorectal,"",22,r,22,r
17367,2021Q2,S08000016,S92000003,d,Head & Neck,"",5,r,5,r
17368,2021Q2,S08000016,S92000003,d,Lung,"",19,r,19,r
17369,2021Q2,S08000016,S92000003,d,Lymphoma,"",4,r,4,r
17370,2021Q2,S08000016,S92000003,d,Melanoma,"",15,r,15,r
17371,2021Q2,S08000016,S92000003,d,Ovarian,"",5,r,5,r
17372,2021Q2,S08000016,S92000003,d,Upper GI,"",11,r,11,r
17373,2021Q2,S08000016,S92000003,d,Urological,"",17,r,17,r
17374,2021Q2,S08000017,S92000003,d,Breast,"",28,r,28,r
17375,2021Q2,S08000017,S92000003,d,Cervical,"",1,r,1,r
17376,2021Q2,S08000017,S92000003,d,Colorectal,"",33,r,33,r
17377,2021Q2,S08000017,S92000003,d,Head & Neck,"",18,r,18,r
17378,2021Q2,S08000017,S92000003,d,Lung,"",26,r,26,r
17379,2021Q2,S08000017,S92000003,d,Lymphoma,"",10,r,10,r
17380,2021Q2,S08000017,S92000003,d,Melanoma,"",12,r,12,r
17381,2021Q2,S08000017,S92000003,d,Ovarian,"",2,r,2,r
17382,2021Q2,S08000017,S92000003,d,Upper GI,"",19,r,19,r
17383,2021Q2,S08000017,S92000003,d,Urological,"",37,r,35,r
17384,2021Q2,S08000019,S92000003,d,Breast,"",53,r,52,r
17385,2021Q2,S08000019,S92000003,d,Cervical,"",5,r,5,r
17386,2021Q2,S08000019,S92000003,d,Colorectal,"",49,r,46,r
17387,2021Q2,S08000019,S92000003,d,Head & Neck,"",21,r,21,r
17388,2021Q2,S08000019,S92000003,d,Lung,"",59,r,57,r
17389,2021Q2,S08000019,S92000003,d,Lymphoma,"",21,r,21,r
17390,2021Q2,S08000019,S92000003,d,Melanoma,"",15,r,14,r
17391,2021Q2,S08000019,S92000003,d,Ovarian,"",7,r,7,r
17392,2021Q2,S08000019,S92000003,d,Upper GI,"",48,r,48,r
17393,2021Q2,S08000019,S92000003,d,Urological,"",78,r,75,r
17394,2021Q2,S08000020,S92000003,d,Breast,"",121,r,117,r
17395,2021Q2,S08000020,S92000003,d,Cervical,"",7,r,6,r
17396,2021Q2,S08000020,S92000003,d,Colorectal,"",90,r,83,r
17397,2021Q2,S08000020,S92000003,d,Head & Neck,"",16,r,16,r
17398,2021Q2,S08000020,S92000003,d,Lung,"",118,r,116,r
17399,2021Q2,S08000020,S92000003,d,Lymphoma,"",28,r,28,r
17400,2021Q2,S08000020,S92000003,d,Melanoma,"",29,r,29,r
17401,2021Q2,S08000020,S92000003,d,Ovarian,"",12,r,12,r
17402,2021Q2,S08000020,S92000003,d,Upper GI,"",68,r,68,r
17403,2021Q2,S08000020,S92000003,d,Urological,"",225,r,217,r
17404,2021Q2,S08000022,S92000003,d,Breast,"",66,r,64,r
17405,2021Q2,S08000022,S92000003,d,Cervical,"",2,r,2,r
17406,2021Q2,S08000022,S92000003,d,Colorectal,"",58,r,57,r
17407,2021Q2,S08000022,S92000003,d,Head & Neck,"",11,r,11,r
17408,2021Q2,S08000022,S92000003,d,Lung,"",44,r,44,r
17409,2021Q2,S08000022,S92000003,d,Lymphoma,"",11,r,11,r
17410,2021Q2,S08000022,S92000003,d,Melanoma,"",20,r,19,r
17411,2021Q2,S08000022,S92000003,d,Ovarian,"",7,r,7,r
17412,2021Q2,S08000022,S92000003,d,Upper GI,"",42,r,41,r
17413,2021Q2,S08000022,S92000003,d,Urological,"",103,r,95,r
17414,2021Q2,S08000024,S92000003,d,Breast,"",241,r,241,r
17415,2021Q2,S08000024,S92000003,d,Cervical,"",9,r,9,r
17416,2021Q2,S08000024,S92000003,d,Colorectal,"",125,r,123,r
17417,2021Q2,S08000024,S92000003,d,Head & Neck,"",61,r,61,r
17418,2021Q2,S08000024,S92000003,d,Lung,"",141,r,141,r
17419,2021Q2,S08000024,S92000003,d,Lymphoma,"",42,r,42,r
17420,2021Q2,S08000024,S92000003,d,Melanoma,"",53,r,53,r
17421,2021Q2,S08000024,S92000003,d,Ovarian,"",13,r,13,r
17422,2021Q2,S08000024,S92000003,d,Upper GI,"",107,r,107,r
17423,2021Q2,S08000024,S92000003,d,Urological,"",163,r,154,r
17424,2021Q2,S08000025,S92000003,d,Colorectal,"",2,r,2,r
17425,2021Q2,S08000025,S92000003,d,Head & Neck,"",1,r,0,r
17426,2021Q2,S08000025,S92000003,d,Lung,"",2,r,1,r
17427,2021Q2,S08000025,S92000003,d,Lymphoma,"",1,r,1,r
17428,2021Q2,S08000025,S92000003,d,Melanoma,"",2,r,2,r
17429,2021Q2,S08000025,S92000003,d,Upper GI,"",3,r,3,r
17430,2021Q2,S08000025,S92000003,d,Urological,"",6,r,4,r
17431,2021Q2,S08000026,S92000003,d,Breast,"",5,r,5,r
17432,2021Q2,S08000026,S92000003,d,Cervical,"",1,r,1,r
17433,2021Q2,S08000026,S92000003,d,Colorectal,"",3,r,3,r
17434,2021Q2,S08000026,S92000003,d,Head & Neck,"",1,r,1,r
17435,2021Q2,S08000026,S92000003,d,Lung,"",1,r,1,r
17436,2021Q2,S08000026,S92000003,d,Lymphoma,"",1,r,1,r
17437,2021Q2,S08000026,S92000003,d,Upper GI,"",3,r,3,r
17438,2021Q2,S08000026,S92000003,d,Urological,"",8,r,8,r
17439,2021Q2,S08000028,S92000003,d,Breast,"",1,r,1,r
17440,2021Q2,S08000028,S92000003,d,Colorectal,"",8,r,8,r
17441,2021Q2,S08000028,S92000003,d,Head & Neck,"",1,r,1,r
17442,2021Q2,S08000028,S92000003,d,Lung,"",6,r,5,r
17443,2021Q2,S08000028,S92000003,d,Lymphoma,"",4,r,4,r
17444,2021Q2,S08000028,S92000003,d,Melanoma,"",1,r,1,r
17445,2021Q2,S08000028,S92000003,d,Upper GI,"",8,r,8,r
17446,2021Q2,S08000028,S92000003,d,Urological,"",7,r,7,r
17447,2021Q2,S08000029,S92000003,d,Breast,"",47,r,47,r
17448,2021Q2,S08000029,S92000003,d,Cervical,"",2,r,2,r
17449,2021Q2,S08000029,S92000003,d,Colorectal,"",56,r,56,r
17450,2021Q2,S08000029,S92000003,d,Head & Neck,"",16,r,16,r
17451,2021Q2,S08000029,S92000003,d,Lung,"",75,r,75,r
17452,2021Q2,S08000029,S92000003,d,Lymphoma,"",23,r,23,r
17453,2021Q2,S08000029,S92000003,d,Melanoma,"",12,r,12,r
17454,2021Q2,S08000029,S92000003,d,Ovarian,"",6,r,6,r
17455,2021Q2,S08000029,S92000003,d,Upper GI,"",48,r,47,r
17456,2021Q2,S08000029,S92000003,d,Urological,"",105,r,103,r
17457,2021Q2,S08000030,S92000003,d,Breast,"",101,r,100,r
17458,2021Q2,S08000030,S92000003,d,Cervical,"",10,r,10,r
17459,2021Q2,S08000030,S92000003,d,Colorectal,"",85,r,85,r
17460,2021Q2,S08000030,S92000003,d,Head & Neck,"",24,r,22,r
17461,2021Q2,S08000030,S92000003,d,Lung,"",97,r,97,r
17462,2021Q2,S08000030,S92000003,d,Lymphoma,"",36,r,36,r
17463,2021Q2,S08000030,S92000003,d,Melanoma,"",24,r,24,r
17464,2021Q2,S08000030,S92000003,d,Ovarian,"",4,r,4,r
17465,2021Q2,S08000030,S92000003,d,Upper GI,"",61,r,61,r
17466,2021Q2,S08000030,S92000003,d,Urological,"",113,r,104,r
17467,2021Q2,S08000031,S92000003,d,Breast,"",357,r,351,r
17468,2021Q2,S08000031,S92000003,d,Cervical,"",14,r,14,r
17469,2021Q2,S08000031,S92000003,d,Colorectal,"",163,r,161,r
17470,2021Q2,S08000031,S92000003,d,Head & Neck,"",81,r,79,r
17471,2021Q2,S08000031,S92000003,d,Lung,"",339,r,339,r
17472,2021Q2,S08000031,S92000003,d,Lymphoma,"",29,r,29,r
17473,2021Q2,S08000031,S92000003,d,Melanoma,"",102,r,102,r
17474,2021Q2,S08000031,S92000003,d,Ovarian,"",14,r,14,r
17475,2021Q2,S08000031,S92000003,d,Upper GI,"",144,r,142,r
17476,2021Q2,S08000031,S92000003,d,Urological,"",374,r,359,r
17477,2021Q2,S08000032,S92000003,d,Breast,"",89,r,88,r
17478,2021Q2,S08000032,S92000003,d,Cervical,"",19,r,18,r
17479,2021Q2,S08000032,S92000003,d,Colorectal,"",85,r,85,r
17480,2021Q2,S08000032,S92000003,d,Head & Neck,"",27,r,27,r
17481,2021Q2,S08000032,S92000003,d,Lung,"",119,r,119,r
17482,2021Q2,S08000032,S92000003,d,Lymphoma,"",27,r,27,r
17483,2021Q2,S08000032,S92000003,d,Melanoma,"",27,r,27,r
17484,2021Q2,S08000032,S92000003,d,Ovarian,"",8,r,8,r
17485,2021Q2,S08000032,S92000003,d,Upper GI,"",77,r,77,r
17486,2021Q2,S08000032,S92000003,d,Urological,"",104,r,100,r
17487,2021Q2,S08000015,S08000015,"",All Cancer Types,d,340,r,334,r
17488,2021Q2,S08000015,S08000017,"",All Cancer Types,d,4,r,4,r
17489,2021Q2,S08000015,S08000031,"",All Cancer Types,d,58,r,56,r
17490,2021Q2,S08000015,SB0801,"",All Cancer Types,d,14,r,14,r
17491,2021Q2,S08000016,S08000016,"",All Cancer Types,d,97,r,97,r
17492,2021Q2,S08000016,S08000024,"",All Cancer Types,d,14,r,14,r
17493,2021Q2,S08000017,S08000017,"",All Cancer Types,d,145,r,144,r
17494,2021Q2,S08000017,S08000024,"",All Cancer Types,d,34,r,33,r
17495,2021Q2,S08000017,S08000031,"",All Cancer Types,d,4,r,4,r
17496,2021Q2,S08000017,SB0801,"",All Cancer Types,d,3,r,3,r
17497,2021Q2,S08000019,S08000019,"",All Cancer Types,d,286,r,280,r
17498,2021Q2,S08000019,S08000024,"",All Cancer Types,d,4,r,4,r
17499,2021Q2,S08000019,S08000031,"",All Cancer Types,d,55,r,51,r
17500,2021Q2,S08000019,SB0801,"",All Cancer Types,d,11,r,11,r
17501,2021Q2,S08000020,S08000020,"",All Cancer Types,d,712,r,690,r
17502,2021Q2,S08000020,S08000022,"",All Cancer Types,d,1,r,1,r
17503,2021Q2,S08000020,S08000024,"",All Cancer Types,d,1,r,1,r
17504,2021Q2,S08000022,S08000020,"",All Cancer Types,d,5,r,5,r
17505,2021Q2,S08000022,S08000022,"",All Cancer Types,d,344,r,331,r
17506,2021Q2,S08000022,S08000024,"",All Cancer Types,d,8,r,8,r
17507,2021Q2,S08000022,S08000030,"",All Cancer Types,d,2,r,2,r
17508,2021Q2,S08000022,SB0801,"",All Cancer Types,d,5,r,5,r
17509,2021Q2,S08000024,S08000016,"",All Cancer Types,d,5,r,5,r
17510,2021Q2,S08000024,S08000024,"",All Cancer Types,d,948,r,937,r
17511,2021Q2,S08000024,S08000029,"",All Cancer Types,d,2,r,2,r
17512,2021Q2,S08000025,S08000020,"",All Cancer Types,d,7,r,3,r
17513,2021Q2,S08000025,S08000025,"",All Cancer Types,d,10,r,10,r
17514,2021Q2,S08000026,S08000020,"",All Cancer Types,d,9,r,9,r
17515,2021Q2,S08000026,S08000024,"",All Cancer Types,d,1,r,1,r
17516,2021Q2,S08000026,S08000026,"",All Cancer Types,d,13,r,13,r
17517,2021Q2,S08000028,S08000022,"",All Cancer Types,d,18,r,17,r
17518,2021Q2,S08000028,S08000028,"",All Cancer Types,d,15,r,15,r
17519,2021Q2,S08000028,S08000031,"",All Cancer Types,d,3,r,3,r
17520,2021Q2,S08000029,S08000015,"",All Cancer Types,d,1,r,1,r
17521,2021Q2,S08000029,S08000024,"",All Cancer Types,d,78,r,78,r
17522,2021Q2,S08000029,S08000029,"",All Cancer Types,d,307,r,304,r
17523,2021Q2,S08000029,S08000030,"",All Cancer Types,d,4,r,4,r
