Time_period,Geography_Level,Area_name,Specialty,Quarterly_available_staffed_bed_days,Quarterly_occupied_bed_days,Daily_average_available_staffed_beds,Daily_average_occupied_beds,Percentage_occupancy
Oct - Dec-17,NHS Tayside,Perth Royal Infirmary,Geriatric Medicine - units other than long stay,1065,1054,11.6,11.5,99
Oct - Dec-17,NHS Tayside,Stracathro Hospital,Geriatric Medicine - units other than long stay,1288,1033,14,11.2,80.2
Oct - Dec-17,NHS Tayside,NHS Tayside,Geriatric Medicine - units other than long stay,20454,17090,222.3,185.8,83.6
Jan - Mar-18,NHS Tayside,Ninewells Hospital,Geriatric Medicine - units other than long stay,6037,5602,67.1,62.2,92.8
Jan - Mar-18,NHS Tayside,Perth Royal Infirmary,Geriatric Medicine - units other than long stay,1315,1306,14.6,14.5,99.3
Jan - Mar-18,NHS Tayside,Stracathro Hospital,Geriatric Medicine - units other than long stay,1260,1020,14,11.3,81
Jan - Mar-18,NHS Tayside,NHS Tayside,Geriatric Medicine - units other than long stay,19852,17828,220.6,198.1,89.8
Apr - Jun-18,NHS Tayside,Ninewells Hospital,Geriatric Medicine - units other than long stay,5137,4569,56.5,50.2,88.9
Apr - Jun-18,NHS Tayside,Perth Royal Infirmary,Geriatric Medicine - units other than long stay,1545,1477,17,16.2,95.6
Apr - Jun-18,NHS Tayside,Stracathro Hospital,Geriatric Medicine - units other than long stay,1274,950,14,10.4,74.6
Apr - Jun-18,NHS Tayside,NHS Tayside,Geriatric Medicine - units other than long stay,18314,15697,201.3,172.5,85.7
Jul - Sep-18,NHS Tayside,Ninewells Hospital,Geriatric Medicine - units other than long stay,4640,4345,50.4,47.2,93.6
Jul - Sep-18,NHS Tayside,Perth Royal Infirmary,Geriatric Medicine - units other than long stay,3083,3033,33.5,33,98.4
Jul - Sep-18,NHS Tayside,Stracathro Hospital,Geriatric Medicine - units other than long stay,1288,982,14,10.7,76.2
Jul - Sep-18,NHS Tayside,NHS Tayside,Geriatric Medicine - units other than long stay,18530,16165,201.4,175.7,87.2
Oct - Dec-18,NHS Tayside,Ninewells Hospital,Geriatric Medicine - units other than long stay,5160,4660,56.1,50.7,90.3
Oct - Dec-18,NHS Tayside,Perth Royal Infirmary,Geriatric Medicine - units other than long stay,3205,3201,34.8,34.8,99.9
Oct - Dec-18,NHS Tayside,Stracathro Hospital,Geriatric Medicine - units other than long stay,1288,736,14,8,57.1
Oct - Dec-18,NHS Tayside,NHS Tayside,Geriatric Medicine - units other than long stay,20415,17573,221.9,191,86.1
Jan - Mar-19,NHS Tayside,Ninewells Hospital,Geriatric Medicine - units other than long stay,5596,5097,62.2,56.6,91.1
Jan - Mar-19,NHS Tayside,Perth Royal Infirmary,Geriatric Medicine - units other than long stay,3614,3596,40.2,40,99.5
Jan - Mar-19,NHS Tayside,Stracathro Hospital,Geriatric Medicine - units other than long stay,1314,952,14.6,10.6,72.5
Jan - Mar-19,NHS Tayside,NHS Tayside,Geriatric Medicine - units other than long stay,21791,19694,242.1,218.8,90.4
Apr - Jun-19,NHS Tayside,Ninewells Hospital,Geriatric Medicine - units other than long stay,4881,4628,53.6,50.9,94.8
Apr - Jun-19,NHS Tayside,Perth Royal Infirmary,Geriatric Medicine - units other than long stay,3768,3767,41.4,41.4,100
Apr - Jun-19,NHS Tayside,Stracathro Hospital,Geriatric Medicine - units other than long stay,1274,926,14,10.2,72.7
Apr - Jun-19,NHS Tayside,NHS Tayside,Geriatric Medicine - units other than long stay,20967,17803,230.4,195.6,84.9
Jul - Sep-19,NHS Tayside,Ninewells Hospital,Geriatric Medicine - units other than long stay,5286,5026,57.5,54.6,95.1
Jul - Sep-19,NHS Tayside,Perth Royal Infirmary,Geriatric Medicine - units other than long stay,4454,4442,48.4,48.3,99.7
Jul - Sep-19,NHS Tayside,Stracathro Hospital,Geriatric Medicine - units other than long stay,1331,756,14.5,8.2,56.8
Jul - Sep-19,NHS Tayside,NHS Tayside,Geriatric Medicine - units other than long stay,22878,19158,248.7,208.2,83.7
Oct - Dec-19,NHS Tayside,Ninewells Hospital,Geriatric Medicine - units other than long stay,6434,5660,69.9,61.5,88
Oct - Dec-19,NHS Tayside,Perth Royal Infirmary,Geriatric Medicine - units other than long stay,4977,4867,54.1,52.9,97.8
Oct - Dec-19,NHS Tayside,Stracathro Hospital,Geriatric Medicine - units other than long stay,1287,930,14,10.1,72.3
Oct - Dec-19,NHS Tayside,NHS Tayside,Geriatric Medicine - units other than long stay,25547,20903,277.7,227.2,81.8
Jan - Mar-20,NHS Tayside,Ninewells Hospital,Geriatric Medicine - units other than long stay,7459,5763,82,63.3,77.3
Jan - Mar-20,NHS Tayside,Perth Royal Infirmary,Geriatric Medicine - units other than long stay,4424,4373,48.6,48.1,98.8
Jan - Mar-20,NHS Tayside,Stracathro Hospital,Geriatric Medicine - units other than long stay,1469,801,16.1,8.8,54.5
Jan - Mar-20,NHS Tayside,NHS Tayside,Geriatric Medicine - units other than long stay,24864,20013,273.2,219.9,80.5
Apr - Jun-20,NHS Tayside,Ninewells Hospital,Geriatric Medicine - units other than long stay,6666,3869,73.3,42.5,58
Apr - Jun-20,NHS Tayside,Perth Royal Infirmary,Geriatric Medicine - units other than long stay,3321,2469,36.5,27.1,74.3
Apr - Jun-20,NHS Tayside,Stracathro Hospital,Geriatric Medicine - units other than long stay,1435,474,15.8,5.2,33
Apr - Jun-20,NHS Tayside,NHS Tayside,Geriatric Medicine - units other than long stay,21876,13120,240.4,144.2,60
Jul - Sep-20,NHS Tayside,Ninewells Hospital,Geriatric Medicine - units other than long stay,5409,4528,58.8,49.2,83.7
Jul - Sep-20,NHS Tayside,Perth Royal Infirmary,Geriatric Medicine - units other than long stay,4185,3387,45.5,36.8,80.9
Jul - Sep-20,NHS Tayside,Stracathro Hospital,Geriatric Medicine - units other than long stay,1746,746,19,8.1,42.7
Jul - Sep-20,NHS Tayside,NHS Tayside,Geriatric Medicine - units other than long stay,21511,16637,233.8,180.8,77.3
Oct - Dec-20,NHS Tayside,Ninewells Hospital,Geriatric Medicine - units other than long stay,6311,5765,68.6,62.7,91.3
Oct - Dec-20,NHS Tayside,Perth Royal Infirmary,Geriatric Medicine - units other than long stay,4447,3894,48.3,42.3,87.6
Oct - Dec-20,NHS Tayside,Stracathro Hospital,Geriatric Medicine - units other than long stay,954,395,10.4,4.3,41.4
Oct - Dec-20,NHS Tayside,NHS Tayside,Geriatric Medicine - units other than long stay,21387,17603,232.5,191.3,82.3
Jan - Mar-21,NHS Tayside,Ninewells Hospital,Geriatric Medicine - units other than long stay,6944,6454,77.2,71.7,92.9
Jan - Mar-21,NHS Tayside,Perth Royal Infirmary,Geriatric Medicine - units other than long stay,4390,3771,48.8,41.9,85.9
Jan - Mar-21,NHS Tayside,Stracathro Hospital,Geriatric Medicine - units other than long stay,425,65,4.7,0.7,15.3
Jan - Mar-21,NHS Tayside,NHS Tayside,Geriatric Medicine - units other than long stay,22727,17594,252.5,195.5,77.4
Apr - Jun-21,NHS Tayside,Ninewells Hospital,Geriatric Medicine - units other than long stay,5684,5112,62.5,56.2,89.9
Apr - Jun-21,NHS Tayside,Perth Royal Infirmary,Geriatric Medicine - units other than long stay,4002,4002,44,44,100
Apr - Jun-21,NHS Tayside,Stracathro Hospital,Geriatric Medicine - units other than long stay,396,32,4.4,0.4,8.1
Apr - Jun-21,NHS Tayside,NHS Tayside,Geriatric Medicine - units other than long stay,20187,16158,221.8,177.6,80
Jul - Sep-21,NHS Tayside,Ninewells Hospital,Geriatric Medicine - units other than long stay,5810,5376,63.2,58.4,92.5
Jul - Sep-21,NHS Tayside,Perth Royal Infirmary,Geriatric Medicine - units other than long stay,4010,4001,43.6,43.5,99.8
Jul - Sep-21,NHS Tayside,Stracathro Hospital,Geriatric Medicine - units other than long stay,248,0,2.7,0,0
Jul - Sep-21,NHS Tayside,NHS Tayside,Geriatric Medicine - units other than long stay,20589,17478,223.8,190,84.9
Oct - Dec-21,NHS Tayside,Ninewells Hospital,Geriatric Medicine - units other than long stay,6116,5598,66.5,60.8,91.5
Oct - Dec-21,NHS Tayside,Perth Royal Infirmary,Geriatric Medicine - units other than long stay,4880,4880,53,53,100
Oct - Dec-21,NHS Tayside,NHS Tayside,Geriatric Medicine - units other than long stay,21772,19783,236.7,215,90.9
Jan - Mar-22,NHS Tayside,Ninewells Hospital,Geriatric Medicine - units other than long stay,6415,5885,71.3,65.4,91.7
Jan - Mar-22,NHS Tayside,Perth Royal Infirmary,Geriatric Medicine - units other than long stay,5679,5679,63.1,63.1,100
Jan - Mar-22,NHS Tayside,NHS Tayside,Geriatric Medicine - units other than long stay,23066,20747,256.3,230.5,89.9
Apr - Jun-22,NHS Tayside,Ninewells Hospital,Geriatric Medicine - units other than long stay,6067,5541,66.7,60.9,91.3
Apr - Jun-22,NHS Tayside,Perth Royal Infirmary,Geriatric Medicine - units other than long stay,6517,6517,71.6,71.6,100
Apr - Jun-22,NHS Tayside,NHS Tayside,Geriatric Medicine - units other than long stay,23872,21702,262.3,238.5,90.9
Apr - Jun-17,NHS Tayside,NHS Tayside,GP Other than Obstetrics,9730,6489,106.9,71.3,66.7
Jul - Sep-17,NHS Tayside,Perth Royal Infirmary,GP Other than Obstetrics,5,5,0.1,0.1,100
Jul - Sep-17,NHS Tayside,NHS Tayside,GP Other than Obstetrics,10170,6897,110.5,75,67.8
Oct - Dec-17,NHS Tayside,Ninewells Hospital,GP Other than Obstetrics,14,14,0.2,0.2,100
Oct - Dec-17,NHS Tayside,Perth Royal Infirmary,GP Other than Obstetrics,17,17,0.2,0.2,100
Oct - Dec-17,NHS Tayside,NHS Tayside,GP Other than Obstetrics,9467,6989,102.9,76,73.8
Jan - Mar-18,NHS Tayside,NHS Tayside,GP Other than Obstetrics,8662,6609,96.2,73.4,76.3
Apr - Jun-18,NHS Tayside,NHS Tayside,GP Other than Obstetrics,8159,6044,89.7,66.4,74.1
Jul - Sep-18,NHS Tayside,NHS Tayside,GP Other than Obstetrics,8042,6138,87.4,66.7,76.3
Oct - Dec-18,NHS Tayside,NHS Tayside,GP Other than Obstetrics,6964,5093,75.7,55.4,73.1
Jan - Mar-19,NHS Tayside,Ninewells Hospital,GP Other than Obstetrics,6,6,0.1,0.1,100
Jan - Mar-19,NHS Tayside,NHS Tayside,GP Other than Obstetrics,5847,4188,65,46.5,71.6
Apr - Jun-19,NHS Tayside,NHS Tayside,GP Other than Obstetrics,6500,4193,71.4,46.1,64.5
Jul - Sep-19,NHS Tayside,NHS Tayside,GP Other than Obstetrics,5960,4105,64.8,44.6,68.9
Oct - Dec-19,NHS Tayside,NHS Tayside,GP Other than Obstetrics,5835,4574,63.4,49.7,78.4
Jan - Mar-20,NHS Tayside,Ninewells Hospital,GP Other than Obstetrics,3,3,0,0,100
Jan - Mar-20,NHS Tayside,NHS Tayside,GP Other than Obstetrics,5619,3697,61.7,40.6,65.8
Apr - Jun-20,NHS Tayside,NHS Tayside,GP Other than Obstetrics,3740,1618,41.1,17.8,43.3
Jul - Sep-20,NHS Tayside,NHS Tayside,GP Other than Obstetrics,2763,1190,30,12.9,43.1
Oct - Dec-20,NHS Tayside,NHS Tayside,GP Other than Obstetrics,3833,2421,41.7,26.3,63.2
Jan - Mar-21,NHS Tayside,NHS Tayside,GP Other than Obstetrics,3680,2602,40.9,28.9,70.7
Apr - Jun-21,NHS Tayside,NHS Tayside,GP Other than Obstetrics,3711,2815,40.8,30.9,75.9
Jul - Sep-21,NHS Tayside,NHS Tayside,GP Other than Obstetrics,3725,2999,40.5,32.6,80.5
Oct - Dec-21,NHS Tayside,NHS Tayside,GP Other than Obstetrics,3725,3054,40.5,33.2,82
Jan - Mar-22,NHS Tayside,NHS Tayside,GP Other than Obstetrics,3196,1943,35.5,21.6,60.8
Apr - Jun-22,NHS Tayside,NHS Tayside,GP Other than Obstetrics,3143,2093,34.5,23,66.6
Apr - Jun-17,NHS Tayside,Ninewells Hospital,Gynaecology,1434,532,15.8,5.8,37.1
Apr - Jun-17,NHS Tayside,Perth Royal Infirmary,Gynaecology,803,60,8.8,0.7,7.5
Apr - Jun-17,NHS Tayside,NHS Tayside,Gynaecology,2237,592,24.6,6.5,26.5
Jul - Sep-17,NHS Tayside,Ninewells Hospital,Gynaecology,1510,633,16.4,6.9,41.9
Jul - Sep-17,NHS Tayside,Perth Royal Infirmary,Gynaecology,1112,112,12.1,1.2,10.1
Jul - Sep-17,NHS Tayside,NHS Tayside,Gynaecology,2622,745,28.5,8.1,28.4
Oct - Dec-17,NHS Tayside,Ninewells Hospital,Gynaecology,1321,575,14.4,6.3,43.5
Oct - Dec-17,NHS Tayside,Perth Royal Infirmary,Gynaecology,1101,119,12,1.3,10.8
Oct - Dec-17,NHS Tayside,NHS Tayside,Gynaecology,2422,694,26.3,7.5,28.7
Jan - Mar-18,NHS Tayside,Ninewells Hospital,Gynaecology,1176,590,13.1,6.6,50.2
Jan - Mar-18,NHS Tayside,Perth Royal Infirmary,Gynaecology,1072,62,11.9,0.7,5.8
Jan - Mar-18,NHS Tayside,NHS Tayside,Gynaecology,2248,652,25,7.2,29
Apr - Jun-18,NHS Tayside,Ninewells Hospital,Gynaecology,1527,641,16.8,7,42
Apr - Jun-18,NHS Tayside,Perth Royal Infirmary,Gynaecology,1069,114,11.7,1.3,10.7
Apr - Jun-18,NHS Tayside,NHS Tayside,Gynaecology,2596,755,28.5,8.3,29.1
Jul - Sep-18,NHS Tayside,Ninewells Hospital,Gynaecology,1556,630,16.9,6.8,40.5
Jul - Sep-18,NHS Tayside,Perth Royal Infirmary,Gynaecology,1094,81,11.9,0.9,7.4
Jul - Sep-18,NHS Tayside,NHS Tayside,Gynaecology,2650,711,28.8,7.7,26.8
Oct - Dec-18,NHS Tayside,Ninewells Hospital,Gynaecology,1537,592,16.7,6.4,38.5
Oct - Dec-18,NHS Tayside,Perth Royal Infirmary,Gynaecology,1096,74,11.9,0.8,6.8
Oct - Dec-18,NHS Tayside,NHS Tayside,Gynaecology,2633,666,28.6,7.2,25.3
Jan - Mar-19,NHS Tayside,Ninewells Hospital,Gynaecology,1502,613,16.7,6.8,40.8
Jan - Mar-19,NHS Tayside,Perth Royal Infirmary,Gynaecology,1245,42,13.8,0.5,3.4
Jan - Mar-19,NHS Tayside,NHS Tayside,Gynaecology,2747,655,30.5,7.3,23.8
Apr - Jun-19,NHS Tayside,Ninewells Hospital,Gynaecology,1652,634,18.2,7,38.4
Apr - Jun-19,NHS Tayside,Perth Royal Infirmary,Gynaecology,1354,65,14.9,0.7,4.8
Apr - Jun-19,NHS Tayside,NHS Tayside,Gynaecology,3006,699,33,7.7,23.3
Jul - Sep-19,NHS Tayside,Ninewells Hospital,Gynaecology,1551,728,16.9,7.9,46.9
Jul - Sep-19,NHS Tayside,Perth Royal Infirmary,Gynaecology,1379,70,15,0.8,5.1
Jul - Sep-19,NHS Tayside,NHS Tayside,Gynaecology,2930,798,31.8,8.7,27.2
Oct - Dec-19,NHS Tayside,Ninewells Hospital,Gynaecology,1671,637,18.2,6.9,38.1
Oct - Dec-19,NHS Tayside,Perth Royal Infirmary,Gynaecology,1372,78,14.9,0.8,5.7
Oct - Dec-19,NHS Tayside,NHS Tayside,Gynaecology,3043,715,33.1,7.8,23.5
Jan - Mar-20,NHS Tayside,Ninewells Hospital,Gynaecology,1450,578,15.9,6.4,39.9
Jan - Mar-20,NHS Tayside,Perth Royal Infirmary,Gynaecology,1361,93,15,1,6.8
Jan - Mar-20,NHS Tayside,Stracathro Hospital,Gynaecology,1,1,0,0,100
Jan - Mar-20,NHS Tayside,NHS Tayside,Gynaecology,2812,672,30.9,7.4,23.9
Apr - Jun-20,NHS Tayside,Ninewells Hospital,Gynaecology,1528,386,16.8,4.2,25.3
Apr - Jun-20,NHS Tayside,Perth Royal Infirmary,Gynaecology,1373,8,15.1,0.1,0.6
Apr - Jun-20,NHS Tayside,NHS Tayside,Gynaecology,2901,394,31.9,4.3,13.6
Jul - Sep-20,NHS Tayside,Ninewells Hospital,Gynaecology,1450,478,15.8,5.2,33
Jul - Sep-20,NHS Tayside,Perth Royal Infirmary,Gynaecology,1423,43,15.5,0.5,3
Jul - Sep-20,NHS Tayside,Stracathro Hospital,Gynaecology,2,2,0,0,100
Jul - Sep-20,NHS Tayside,NHS Tayside,Gynaecology,2875,523,31.3,5.7,18.2
Oct - Dec-20,NHS Tayside,Ninewells Hospital,Gynaecology,1302,494,14.2,5.4,37.9
Oct - Dec-20,NHS Tayside,Perth Royal Infirmary,Gynaecology,1448,68,15.7,0.7,4.7
Oct - Dec-20,NHS Tayside,NHS Tayside,Gynaecology,2750,562,29.9,6.1,20.4
Jan - Mar-21,NHS Tayside,Ninewells Hospital,Gynaecology,1449,364,16.1,4,25.1
Jan - Mar-21,NHS Tayside,Perth Royal Infirmary,Gynaecology,1391,41,15.5,0.5,2.9
Jan - Mar-21,NHS Tayside,NHS Tayside,Gynaecology,2840,405,31.6,4.5,14.3
Apr - Jun-21,NHS Tayside,Ninewells Hospital,Gynaecology,1607,512,17.7,5.6,31.9
Apr - Jun-21,NHS Tayside,Perth Royal Infirmary,Gynaecology,1438,73,15.8,0.8,5.1
Apr - Jun-21,NHS Tayside,NHS Tayside,Gynaecology,3045,585,33.5,6.4,19.2
Jul - Sep-21,NHS Tayside,Ninewells Hospital,Gynaecology,1668,584,18.1,6.3,35
Jul - Sep-21,NHS Tayside,Perth Royal Infirmary,Gynaecology,1449,69,15.8,0.8,4.8
Jul - Sep-21,NHS Tayside,NHS Tayside,Gynaecology,3117,653,33.9,7.1,20.9
Oct - Dec-21,NHS Tayside,Ninewells Hospital,Gynaecology,1294,508,14.1,5.5,39.3
Oct - Dec-21,NHS Tayside,Perth Royal Infirmary,Gynaecology,1475,104,16,1.1,7.1
Oct - Dec-21,NHS Tayside,Stracathro Hospital,Gynaecology,1,1,0,0,100
Oct - Dec-21,NHS Tayside,NHS Tayside,Gynaecology,2770,613,30.1,6.7,22.1
Jan - Mar-22,NHS Tayside,Ninewells Hospital,Gynaecology,1237,558,13.7,6.2,45.1
Jan - Mar-22,NHS Tayside,Perth Royal Infirmary,Gynaecology,1442,110,16,1.2,7.6
Jan - Mar-22,NHS Tayside,Stracathro Hospital,Gynaecology,6,6,0.1,0.1,100
Jan - Mar-22,NHS Tayside,NHS Tayside,Gynaecology,2685,674,29.8,7.5,25.1
Apr - Jun-22,NHS Tayside,Ninewells Hospital,Gynaecology,1018,459,11.2,5,45.1
Apr - Jun-22,NHS Tayside,Perth Royal Infirmary,Gynaecology,1464,99,16.1,1.1,6.8
Apr - Jun-22,NHS Tayside,Stracathro Hospital,Gynaecology,5,5,0.1,0.1,100
Apr - Jun-22,NHS Tayside,NHS Tayside,Gynaecology,2487,563,27.3,6.2,22.6
Apr - Jun-17,NHS Tayside,Ninewells Hospital,Haematology,1260,862,13.8,9.5,68.4
Apr - Jun-17,NHS Tayside,Perth Royal Infirmary,Haematology,8,0,0.1,0,0
Apr - Jun-17,NHS Tayside,NHS Tayside,Haematology,1268,862,13.9,9.5,68
Jul - Sep-17,NHS Tayside,Ninewells Hospital,Haematology,1090,1006,11.8,10.9,92.3
Jul - Sep-17,NHS Tayside,Perth Royal Infirmary,Haematology,92,0,1,0,0
Jul - Sep-17,NHS Tayside,NHS Tayside,Haematology,1182,1006,12.8,10.9,85.1
Oct - Dec-17,NHS Tayside,Ninewells Hospital,Haematology,1037,998,11.3,10.8,96.2
Oct - Dec-17,NHS Tayside,Perth Royal Infirmary,Haematology,92,0,1,0,0
Oct - Dec-17,NHS Tayside,NHS Tayside,Haematology,1129,998,12.3,10.8,88.4
Jan - Mar-18,NHS Tayside,Ninewells Hospital,Haematology,1071,1025,11.9,11.4,95.7
Jan - Mar-18,NHS Tayside,Perth Royal Infirmary,Haematology,90,0,1,0,0
Jan - Mar-18,NHS Tayside,NHS Tayside,Haematology,1161,1025,12.9,11.4,88.3
Apr - Jun-18,NHS Tayside,Ninewells Hospital,Haematology,1168,1142,12.8,12.5,97.8
Apr - Jun-18,NHS Tayside,Perth Royal Infirmary,Haematology,91,0,1,0,0
Apr - Jun-18,NHS Tayside,NHS Tayside,Haematology,1259,1142,13.8,12.5,90.7
Jul - Sep-18,NHS Tayside,Ninewells Hospital,Haematology,1136,1058,12.3,11.5,93.1
Jul - Sep-18,NHS Tayside,Perth Royal Infirmary,Haematology,92,0,1,0,0
Jul - Sep-18,NHS Tayside,NHS Tayside,Haematology,1228,1058,13.3,11.5,86.2
Oct - Dec-18,NHS Tayside,Ninewells Hospital,Haematology,949,869,10.3,9.4,91.6
Oct - Dec-18,NHS Tayside,Perth Royal Infirmary,Haematology,92,0,1,0,0
Oct - Dec-18,NHS Tayside,NHS Tayside,Haematology,1041,869,11.3,9.4,83.5
Jan - Mar-19,NHS Tayside,Ninewells Hospital,Haematology,1315,1294,14.6,14.4,98.4
Jan - Mar-19,NHS Tayside,Perth Royal Infirmary,Haematology,90,0,1,0,0
Jan - Mar-19,NHS Tayside,NHS Tayside,Haematology,1405,1294,15.6,14.4,92.1
Apr - Jun-19,NHS Tayside,Ninewells Hospital,Haematology,1073,1047,11.8,11.5,97.6
Apr - Jun-19,NHS Tayside,Perth Royal Infirmary,Haematology,91,0,1,0,0
Apr - Jun-19,NHS Tayside,NHS Tayside,Haematology,1164,1047,12.8,11.5,89.9
Jul - Sep-19,NHS Tayside,Ninewells Hospital,Haematology,974,912,10.6,9.9,93.6
Jul - Sep-19,NHS Tayside,Perth Royal Infirmary,Haematology,92,0,1,0,0
Jul - Sep-19,NHS Tayside,NHS Tayside,Haematology,1066,912,11.6,9.9,85.6
Oct - Dec-19,NHS Tayside,Ninewells Hospital,Haematology,1116,953,12.1,10.4,85.4
Oct - Dec-19,NHS Tayside,Perth Royal Infirmary,Haematology,92,0,1,0,0
Oct - Dec-19,NHS Tayside,NHS Tayside,Haematology,1208,953,13.1,10.4,78.9
Jan - Mar-20,NHS Tayside,Ninewells Hospital,Haematology,1253,1223,13.8,13.4,97.6
Jan - Mar-20,NHS Tayside,Perth Royal Infirmary,Haematology,91,0,1,0,0
Jan - Mar-20,NHS Tayside,NHS Tayside,Haematology,1344,1223,14.8,13.4,91
Apr - Jun-20,NHS Tayside,Ninewells Hospital,Haematology,1226,901,13.5,9.9,73.5
Apr - Jun-20,NHS Tayside,Perth Royal Infirmary,Haematology,44,0,0.5,0,0
Apr - Jun-20,NHS Tayside,NHS Tayside,Haematology,1270,901,14,9.9,70.9
Jul - Sep-20,NHS Tayside,Ninewells Hospital,Haematology,955,786,10.4,8.5,82.3
Jul - Sep-20,NHS Tayside,NHS Tayside,Haematology,955,786,10.4,8.5,82.3
Oct - Dec-20,NHS Tayside,Ninewells Hospital,Haematology,982,798,10.7,8.7,81.3
Oct - Dec-20,NHS Tayside,NHS Tayside,Haematology,982,798,10.7,8.7,81.3
Jan - Mar-21,NHS Tayside,Ninewells Hospital,Haematology,990,760,11,8.4,76.8
Jan - Mar-21,NHS Tayside,NHS Tayside,Haematology,990,760,11,8.4,76.8
Apr - Jun-21,NHS Tayside,Ninewells Hospital,Haematology,1137,972,12.5,10.7,85.5
Apr - Jun-21,NHS Tayside,Perth Royal Infirmary,Haematology,3,3,0,0,100
Apr - Jun-21,NHS Tayside,NHS Tayside,Haematology,1140,975,12.5,10.7,85.5
Jul - Sep-21,NHS Tayside,Ninewells Hospital,Haematology,1124,930,12.2,10.1,82.7
Jul - Sep-21,NHS Tayside,Perth Royal Infirmary,Haematology,3,3,0,0,100
Jul - Sep-21,NHS Tayside,NHS Tayside,Haematology,1127,933,12.3,10.1,82.8
Oct - Dec-21,NHS Tayside,Ninewells Hospital,Haematology,1188,930,12.9,10.1,78.3
Oct - Dec-21,NHS Tayside,Perth Royal Infirmary,Haematology,1,1,0,0,100
Oct - Dec-21,NHS Tayside,NHS Tayside,Haematology,1189,931,12.9,10.1,78.3
Jan - Mar-22,NHS Tayside,Ninewells Hospital,Haematology,1157,1044,12.9,11.6,90.2
Jan - Mar-22,NHS Tayside,NHS Tayside,Haematology,1157,1044,12.9,11.6,90.2
Apr - Jun-22,NHS Tayside,Ninewells Hospital,Haematology,1193,1086,13.1,11.9,91
Apr - Jun-22,NHS Tayside,NHS Tayside,Haematology,1193,1086,13.1,11.9,91
Oct - Dec-17,NHS Tayside,Ninewells Hospital,Immunology,4,4,0,0,100
Oct - Dec-17,NHS Tayside,NHS Tayside,Immunology,4,4,0,0,100
Apr - Jun-18,NHS Tayside,Ninewells Hospital,Immunology,1,1,0,0,100
Apr - Jun-18,NHS Tayside,NHS Tayside,Immunology,1,1,0,0,100
Oct - Dec-18,NHS Tayside,Ninewells Hospital,Immunology,1,1,0,0,100
Oct - Dec-18,NHS Tayside,NHS Tayside,Immunology,1,1,0,0,100
Jul - Sep-19,NHS Tayside,Ninewells Hospital,Immunology,1,1,0,0,100
Jul - Sep-19,NHS Tayside,NHS Tayside,Immunology,1,1,0,0,100
Oct - Dec-19,NHS Tayside,Ninewells Hospital,Immunology,1,1,0,0,100
Oct - Dec-19,NHS Tayside,NHS Tayside,Immunology,1,1,0,0,100
Jan - Mar-20,NHS Tayside,Ninewells Hospital,Immunology,1,1,0,0,100
Jan - Mar-20,NHS Tayside,NHS Tayside,Immunology,1,1,0,0,100
Apr - Jun-21,NHS Tayside,Ninewells Hospital,Immunology,1,1,0,0,100
Apr - Jun-21,NHS Tayside,NHS Tayside,Immunology,1,1,0,0,100
Jan - Mar-22,NHS Tayside,Ninewells Hospital,Immunology,1,1,0,0,100
Jan - Mar-22,NHS Tayside,NHS Tayside,Immunology,1,1,0,0,100
Apr - Jun-17,NHS Tayside,Ninewells Hospital,Infectious Diseases,1541,1175,16.9,12.9,76.2
Apr - Jun-17,NHS Tayside,NHS Tayside,Infectious Diseases,1541,1175,16.9,12.9,76.2
Jul - Sep-17,NHS Tayside,Ninewells Hospital,Infectious Diseases,1568,1430,17,15.5,91.2
Jul - Sep-17,NHS Tayside,NHS Tayside,Infectious Diseases,1568,1430,17,15.5,91.2
Oct - Dec-17,NHS Tayside,Ninewells Hospital,Infectious Diseases,1726,1630,18.8,17.7,94.4
Oct - Dec-17,NHS Tayside,NHS Tayside,Infectious Diseases,1726,1630,18.8,17.7,94.4
Jan - Mar-18,NHS Tayside,Ninewells Hospital,Infectious Diseases,1504,1344,16.7,14.9,89.4
Jan - Mar-18,NHS Tayside,NHS Tayside,Infectious Diseases,1504,1344,16.7,14.9,89.4
Apr - Jun-18,NHS Tayside,Ninewells Hospital,Infectious Diseases,1481,1254,16.3,13.8,84.7
Apr - Jun-18,NHS Tayside,NHS Tayside,Infectious Diseases,1481,1254,16.3,13.8,84.7
Jul - Sep-18,NHS Tayside,Ninewells Hospital,Infectious Diseases,1643,1373,17.9,14.9,83.6
Jul - Sep-18,NHS Tayside,NHS Tayside,Infectious Diseases,1643,1373,17.9,14.9,83.6
Oct - Dec-18,NHS Tayside,Ninewells Hospital,Infectious Diseases,1274,947,13.8,10.3,74.3
