_id,WeekEnding,HB,HBQF,AdmissionType,AdmissionTypeQF,Specialty,SpecialtyQF,NumberAdmissions,Average20182019,PercentVariation
42272,20200426,S08000031,"",Planned,"",Cancer,"",33,50.5,-34.7
42273,20200426,S08000031,"",Planned,"",Cardiology,"",8,56.5,-85.8
42274,20200426,S08000031,"",Planned,"",Gynaecology,"",22,102,-78.4
42275,20200426,S08000031,"",Planned,"",Medical (excl. Cardiology & Cancer),"",166,369.5,-55.1
42276,20200426,S08000031,"",Planned,"",Medical (incl. Cardiology & Cancer),"",207,476.5,-56.6
42277,20200426,S08000031,"",Planned,"",Paediatrics (medical & surgical),"",33,68.5,-51.8
42278,20200426,S08000031,"",Planned,"",Paediatrics (medical),"",29,43,-32.6
42279,20200426,S08000031,"",Planned,"",Surgery,"",129,738.5,-82.5
42280,20200426,S08000032,"",Planned,"",All,d,104,242.5,-57.1
42281,20200426,S08000032,"",Planned,"",Medical (excl. Cardiology & Cancer),"",8,16,-50
42282,20200426,S08000032,"",Planned,"",Medical (incl. Cardiology & Cancer),"",9,19,-52.6
42283,20200426,S08000032,"",Planned,"",Paediatrics (medical & surgical),"",88,87.5,0.6
42284,20200426,S08000032,"",Planned,"",Paediatrics (medical),"",88,87.5,0.6
42285,20200426,S08000032,"",Planned,"",Surgery,"",7,115,-93.9
42286,20200426,S92000003,d,Planned,"",All,d,1205,3915,-69.2
42287,20200426,S92000003,d,Planned,"",Cancer,"",92,105,-12.4
42288,20200426,S92000003,d,Planned,"",Cardiology,"",92,199,-53.8
42289,20200426,S92000003,d,Planned,"",Community,"",33,52.5,-37.1
42290,20200426,S92000003,d,Planned,"",Gynaecology,"",49,250,-80.4
42291,20200426,S92000003,d,Planned,"",Medical (excl. Cardiology & Cancer),"",375,862,-56.5
42292,20200426,S92000003,d,Planned,"",Medical (incl. Cardiology & Cancer),"",559,1166,-52.1
42293,20200426,S92000003,d,Planned,"",Paediatrics (medical & surgical),"",168,242.5,-30.7
42294,20200426,S92000003,d,Planned,"",Paediatrics (medical),"",155,205.5,-24.6
42295,20200426,S92000003,d,Planned,"",Paediatrics (surgical),"",13,37,-64.9
42296,20200426,S92000003,d,Planned,"",Surgery,"",393,2182.5,-82
42297,20200426,NA,NA,Planned,"",All,d,91,226.5,-59.8
42298,20200426,NA,NA,Planned,"",Cardiology,"",52,71,-26.8
42299,20200426,NA,NA,Planned,"",Medical (incl. Cardiology & Cancer),"",52,75.5,-31.1
42300,20200426,NA,NA,Planned,"",Surgery,"",38,151,-74.8
42301,20200503,S08000015,"",Planned,"",All,d,19,91.5,-79.2
42302,20200503,S08000015,"",Planned,"",Surgery,"",18,72.5,-75.2
42303,20200503,S08000016,"",Planned,"",All,d,19,39.5,-51.9
42304,20200503,S08000016,"",Planned,"",Community,"",10,14,-28.6
42305,20200503,S08000016,"",Planned,"",Surgery,"",6,22,-72.7
42306,20200503,S08000017,"",Planned,"",All,d,25,91.5,-72.7
42307,20200503,S08000017,"",Planned,"",Medical (excl. Cardiology & Cancer),"",17,26,-34.6
42308,20200503,S08000017,"",Planned,"",Medical (incl. Cardiology & Cancer),"",17,29,-41.4
42309,20200503,S08000019,"",Planned,"",All,d,51,147,-65.3
42310,20200503,S08000019,"",Planned,"",Gynaecology,"",5,14,-64.3
42311,20200503,S08000019,"",Planned,"",Medical (excl. Cardiology & Cancer),"",26,63,-58.7
42312,20200503,S08000019,"",Planned,"",Medical (incl. Cardiology & Cancer),"",30,65.5,-54.2
42313,20200503,S08000019,"",Planned,"",Paediatrics (medical & surgical),"",10,6,66.7
42314,20200503,S08000019,"",Planned,"",Paediatrics (medical),"",10,6,66.7
42315,20200503,S08000019,"",Planned,"",Surgery,"",5,59.5,-91.6
42316,20200503,S08000020,"",Planned,"",All,d,83,406,-79.6
42317,20200503,S08000020,"",Planned,"",Cancer,"",6,13,-53.8
42318,20200503,S08000020,"",Planned,"",Medical (excl. Cardiology & Cancer),"",23,99.5,-76.9
42319,20200503,S08000020,"",Planned,"",Medical (incl. Cardiology & Cancer),"",29,116,-75
42320,20200503,S08000020,"",Planned,"",Surgery,"",47,228.5,-79.4
42321,20200503,S08000022,"",Planned,"",All,d,83,182.5,-54.5
42322,20200503,S08000022,"",Planned,"",Cancer,"",7,6.5,7.7
42323,20200503,S08000022,"",Planned,"",Cardiology,"",5,6,-16.7
42324,20200503,S08000022,"",Planned,"",Community,"",13,22.5,-42.2
42325,20200503,S08000022,"",Planned,"",Medical (excl. Cardiology & Cancer),"",23,39.5,-41.8
42326,20200503,S08000022,"",Planned,"",Medical (incl. Cardiology & Cancer),"",35,52,-32.7
42327,20200503,S08000022,"",Planned,"",Paediatrics (medical & surgical),"",5,9,-44.4
42328,20200503,S08000022,"",Planned,"",Paediatrics (medical),"",5,8.5,-41.2
42329,20200503,S08000022,"",Planned,"",Surgery,"",26,92.5,-71.9
42330,20200503,S08000024,"",Planned,"",All,d,166,566.5,-70.7
42331,20200503,S08000024,"",Planned,"",Cancer,"",18,32.5,-44.6
42332,20200503,S08000024,"",Planned,"",Cardiology,"",15,37,-59.5
42333,20200503,S08000024,"",Planned,"",Gynaecology,"",8,35.5,-77.5
42334,20200503,S08000024,"",Planned,"",Medical (excl. Cardiology & Cancer),"",38,106,-64.2
42335,20200503,S08000024,"",Planned,"",Medical (incl. Cardiology & Cancer),"",71,175.5,-59.5
42336,20200503,S08000024,"",Planned,"",Paediatrics (medical & surgical),"",12,23,-47.8
42337,20200503,S08000024,"",Planned,"",Paediatrics (medical),"",8,14,-42.9
42338,20200503,S08000024,"",Planned,"",Surgery,"",74,328,-77.4
42339,20200503,S08000029,"",Planned,"",All,d,39,133.5,-70.8
42340,20200503,S08000029,"",Planned,"",Medical (excl. Cardiology & Cancer),"",12,16.5,-27.3
42341,20200503,S08000029,"",Planned,"",Medical (incl. Cardiology & Cancer),"",13,19.5,-33.3
42342,20200503,S08000029,"",Planned,"",Surgery,"",17,86,-80.2
42343,20200503,S08000030,"",Planned,"",All,d,68,294.5,-76.9
42344,20200503,S08000030,"",Planned,"",Cancer,"",7,2.5,180
42345,20200503,S08000030,"",Planned,"",Medical (excl. Cardiology & Cancer),"",16,46,-65.2
42346,20200503,S08000030,"",Planned,"",Medical (incl. Cardiology & Cancer),"",27,62,-56.5
42347,20200503,S08000030,"",Planned,"",Surgery,"",36,173.5,-79.3
42348,20200503,S08000031,"",Planned,"",All,d,487,1503.5,-67.6
42349,20200503,S08000031,"",Planned,"",Cancer,"",34,58.5,-41.9
42350,20200503,S08000031,"",Planned,"",Cardiology,"",5,57,-91.2
42351,20200503,S08000031,"",Planned,"",Gynaecology,"",24,105,-77.1
42352,20200503,S08000031,"",Planned,"",Medical (excl. Cardiology & Cancer),"",176,404.5,-56.5
42353,20200503,S08000031,"",Planned,"",Medical (incl. Cardiology & Cancer),"",215,520,-58.7
42354,20200503,S08000031,"",Planned,"",Paediatrics (medical & surgical),"",43,82,-47.6
42355,20200503,S08000031,"",Planned,"",Paediatrics (medical),"",35,51.5,-32
42356,20200503,S08000031,"",Planned,"",Paediatrics (surgical),"",8,30.5,-73.8
42357,20200503,S08000031,"",Planned,"",Surgery,"",203,790,-74.3
42358,20200503,S08000032,"",Planned,"",All,d,113,237,-52.3
42359,20200503,S08000032,"",Planned,"",Medical (excl. Cardiology & Cancer),"",14,16.5,-15.2
42360,20200503,S08000032,"",Planned,"",Medical (incl. Cardiology & Cancer),"",17,19.5,-12.8
42361,20200503,S08000032,"",Planned,"",Paediatrics (medical & surgical),"",84,85,-1.2
42362,20200503,S08000032,"",Planned,"",Paediatrics (medical),"",84,83,1.2
42363,20200503,S08000032,"",Planned,"",Surgery,"",12,119,-89.9
42364,20200503,S92000003,d,Planned,"",All,d,1259,3914,-67.8
42365,20200503,S92000003,d,Planned,"",Cancer,"",72,115,-37.4
42366,20200503,S92000003,d,Planned,"",Cardiology,"",104,194.5,-46.5
42367,20200503,S92000003,d,Planned,"",Community,"",30,70,-57.1
42368,20200503,S92000003,d,Planned,"",Gynaecology,"",54,251.5,-78.5
42369,20200503,S92000003,d,Planned,"",Medical (excl. Cardiology & Cancer),"",352,839,-58
42370,20200503,S92000003,d,Planned,"",Medical (incl. Cardiology & Cancer),"",528,1148.5,-54
42371,20200503,S92000003,d,Planned,"",Paediatrics (medical & surgical),"",162,272.5,-40.6
42372,20200503,S92000003,d,Planned,"",Paediatrics (medical),"",149,222.5,-33
42373,20200503,S92000003,d,Planned,"",Paediatrics (surgical),"",13,50,-74
42374,20200503,S92000003,d,Planned,"",Surgery,"",481,2149.5,-77.6
42375,20200503,NA,NA,Planned,"",All,d,98,196,-50
42376,20200503,NA,NA,Planned,"",Cardiology,"",67,65,3.1
42377,20200503,NA,NA,Planned,"",Medical (incl. Cardiology & Cancer),"",67,68.5,-2.2
42378,20200503,NA,NA,Planned,"",Surgery,"",31,127.5,-75.7
42379,20200510,S08000015,"",Planned,"",All,d,13,86.5,-85
42380,20200510,S08000015,"",Planned,"",Surgery,"",6,71,-91.5
42381,20200510,S08000016,"",Planned,"",All,d,21,42,-50
42382,20200510,S08000016,"",Planned,"",Community,"",10,11.5,-13
42383,20200510,S08000016,"",Planned,"",Surgery,"",8,22.5,-64.4
42384,20200510,S08000017,"",Planned,"",All,d,30,75,-60
42385,20200510,S08000017,"",Planned,"",Medical (excl. Cardiology & Cancer),"",14,19,-26.3
42386,20200510,S08000017,"",Planned,"",Medical (incl. Cardiology & Cancer),"",14,22,-36.4
42387,20200510,S08000017,"",Planned,"",Surgery,"",11,35.5,-69
42388,20200510,S08000019,"",Planned,"",All,d,110,141.5,-22.3
42389,20200510,S08000019,"",Planned,"",Medical (excl. Cardiology & Cancer),"",89,55.5,60.4
42390,20200510,S08000019,"",Planned,"",Medical (incl. Cardiology & Cancer),"",91,59.5,52.9
42391,20200510,S08000019,"",Planned,"",Paediatrics (medical & surgical),"",6,5.5,9.1
42392,20200510,S08000019,"",Planned,"",Paediatrics (medical),"",6,4.5,33.3
42393,20200510,S08000019,"",Planned,"",Surgery,"",9,61,-85.2
42394,20200510,S08000020,"",Planned,"",All,d,90,355,-74.6
42395,20200510,S08000020,"",Planned,"",Cancer,"",5,9.5,-47.4
42396,20200510,S08000020,"",Planned,"",Gynaecology,"",8,14.5,-44.8
42397,20200510,S08000020,"",Planned,"",Medical (excl. Cardiology & Cancer),"",16,97,-83.5
42398,20200510,S08000020,"",Planned,"",Medical (incl. Cardiology & Cancer),"",23,114,-79.8
42399,20200510,S08000020,"",Planned,"",Surgery,"",55,196.5,-72
42400,20200510,S08000022,"",Planned,"",All,d,65,191.5,-66.1
42401,20200510,S08000022,"",Planned,"",Cancer,"",8,6.5,23.1
42402,20200510,S08000022,"",Planned,"",Community,"",13,18,-27.8
42403,20200510,S08000022,"",Planned,"",Gynaecology,"",5,7.5,-33.3
42404,20200510,S08000022,"",Planned,"",Medical (excl. Cardiology & Cancer),"",14,43,-67.4
42405,20200510,S08000022,"",Planned,"",Medical (incl. Cardiology & Cancer),"",25,52.5,-52.4
42406,20200510,S08000022,"",Planned,"",Surgery,"",18,100.5,-82.1
42407,20200510,S08000024,"",Planned,"",All,d,194,520,-62.7
42408,20200510,S08000024,"",Planned,"",Cancer,"",38,33.5,13.4
42409,20200510,S08000024,"",Planned,"",Cardiology,"",22,34,-35.3
42410,20200510,S08000024,"",Planned,"",Gynaecology,"",7,25.5,-72.5
42411,20200510,S08000024,"",Planned,"",Medical (excl. Cardiology & Cancer),"",33,92.5,-64.3
42412,20200510,S08000024,"",Planned,"",Medical (incl. Cardiology & Cancer),"",93,160,-41.9
42413,20200510,S08000024,"",Planned,"",Paediatrics (medical & surgical),"",12,29,-58.6
42414,20200510,S08000024,"",Planned,"",Paediatrics (medical),"",5,21.5,-76.7
42415,20200510,S08000024,"",Planned,"",Paediatrics (surgical),"",7,7.5,-6.7
42416,20200510,S08000024,"",Planned,"",Surgery,"",81,302,-73.2
42417,20200510,S08000028,"",Planned,"",All,d,9,19,-52.6
42418,20200510,S08000028,"",Planned,"",Medical (excl. Cardiology & Cancer),"",6,3.5,71.4
42419,20200510,S08000028,"",Planned,"",Medical (incl. Cardiology & Cancer),"",6,3.5,71.4
42420,20200510,S08000029,"",Planned,"",All,d,38,132,-71.2
42421,20200510,S08000029,"",Planned,"",Gynaecology,"",7,12,-41.7
42422,20200510,S08000029,"",Planned,"",Medical (excl. Cardiology & Cancer),"",13,14,-7.1
42423,20200510,S08000029,"",Planned,"",Medical (incl. Cardiology & Cancer),"",13,16,-18.8
42424,20200510,S08000029,"",Planned,"",Surgery,"",16,82.5,-80.6
42425,20200510,S08000030,"",Planned,"",All,d,67,284.5,-76.4
42426,20200510,S08000030,"",Planned,"",Cancer,"",6,6.5,-7.7
42427,20200510,S08000030,"",Planned,"",Gynaecology,"",9,24.5,-63.3
42428,20200510,S08000030,"",Planned,"",Medical (excl. Cardiology & Cancer),"",22,62.5,-64.8
42429,20200510,S08000030,"",Planned,"",Medical (incl. Cardiology & Cancer),"",29,81.5,-64.4
42430,20200510,S08000030,"",Planned,"",Surgery,"",27,157.5,-82.9
42431,20200510,S08000031,"",Planned,"",All,d,509,1255,-59.4
42432,20200510,S08000031,"",Planned,"",Cancer,"",36,59.5,-39.5
42433,20200510,S08000031,"",Planned,"",Cardiology,"",7,46.5,-84.9
42434,20200510,S08000031,"",Planned,"",Gynaecology,"",21,84,-75
42435,20200510,S08000031,"",Planned,"",Medical (excl. Cardiology & Cancer),"",185,316,-41.5
42436,20200510,S08000031,"",Planned,"",Medical (incl. Cardiology & Cancer),"",228,422,-46
42437,20200510,S08000031,"",Planned,"",Paediatrics (medical & surgical),"",48,65.5,-26.7
42438,20200510,S08000031,"",Planned,"",Paediatrics (medical),"",41,47.5,-13.7
42439,20200510,S08000031,"",Planned,"",Paediatrics (surgical),"",7,18,-61.1
42440,20200510,S08000031,"",Planned,"",Surgery,"",207,675.5,-69.4
42441,20200510,S08000031,"",Planned,"",NA,NA,5,5,0
42442,20200510,S08000032,"",Planned,"",All,d,106,242,-56.2
42443,20200510,S08000032,"",Planned,"",Medical (excl. Cardiology & Cancer),"",20,20.5,-2.4
42444,20200510,S08000032,"",Planned,"",Medical (incl. Cardiology & Cancer),"",20,21.5,-7
42445,20200510,S08000032,"",Planned,"",Paediatrics (medical & surgical),"",80,85,-5.9
42446,20200510,S08000032,"",Planned,"",Paediatrics (medical),"",80,83.5,-4.2
42447,20200510,S08000032,"",Planned,"",Surgery,"",5,121,-95.9
42448,20200510,S92000003,d,Planned,"",All,d,1355,3565,-62
42449,20200510,S92000003,d,Planned,"",Cancer,"",93,116.5,-20.2
42450,20200510,S92000003,d,Planned,"",Cardiology,"",93,176.5,-47.3
42451,20200510,S92000003,d,Planned,"",Community,"",30,59.5,-49.6
42452,20200510,S92000003,d,Planned,"",Gynaecology,"",63,199,-68.3
42453,20200510,S92000003,d,Planned,"",Medical (excl. Cardiology & Cancer),"",419,744.5,-43.7
42454,20200510,S92000003,d,Planned,"",Medical (incl. Cardiology & Cancer),"",605,1037.5,-41.7
42455,20200510,S92000003,d,Planned,"",Paediatrics (medical & surgical),"",159,256.5,-38
42456,20200510,S92000003,d,Planned,"",Paediatrics (medical),"",144,219.5,-34.4
42457,20200510,S92000003,d,Planned,"",Paediatrics (surgical),"",15,37,-59.5
42458,20200510,S92000003,d,Planned,"",Surgery,"",492,1990.5,-75.3
42459,20200510,S92000003,d,Planned,"",NA,NA,5,5,0
42460,20200510,NA,NA,Planned,"",All,d,101,210,-51.9
42461,20200510,NA,NA,Planned,"",Cardiology,"",54,60,-10
42462,20200510,NA,NA,Planned,"",Medical (incl. Cardiology & Cancer),"",54,64,-15.6
42463,20200510,NA,NA,Planned,"",Surgery,"",47,146,-67.8
42464,20200517,S08000015,"",Planned,"",All,d,23,122,-81.1
42465,20200517,S08000015,"",Planned,"",Medical (excl. Cardiology & Cancer),"",5,10.5,-52.4
42466,20200517,S08000015,"",Planned,"",Medical (incl. Cardiology & Cancer),"",7,15,-53.3
42467,20200517,S08000015,"",Planned,"",Surgery,"",13,100,-87
42468,20200517,S08000016,"",Planned,"",All,d,16,35,-54.3
42469,20200517,S08000016,"",Planned,"",Surgery,"",8,21.5,-62.8
42470,20200517,S08000017,"",Planned,"",All,d,36,95,-62.1
42471,20200517,S08000017,"",Planned,"",Medical (excl. Cardiology & Cancer),"",19,22.5,-15.6
42472,20200517,S08000017,"",Planned,"",Medical (incl. Cardiology & Cancer),"",19,28.5,-33.3
42473,20200517,S08000017,"",Planned,"",Surgery,"",13,48.5,-73.2
42474,20200517,S08000019,"",Planned,"",All,d,101,161,-37.3
42475,20200517,S08000019,"",Planned,"",Medical (excl. Cardiology & Cancer),"",76,76.5,-0.7
42476,20200517,S08000019,"",Planned,"",Medical (incl. Cardiology & Cancer),"",78,81,-3.7
42477,20200517,S08000019,"",Planned,"",Paediatrics (medical & surgical),"",8,5.5,45.5
42478,20200517,S08000019,"",Planned,"",Paediatrics (medical),"",8,5.5,45.5
42479,20200517,S08000019,"",Planned,"",Surgery,"",12,62.5,-80.8
42480,20200517,S08000020,"",Planned,"",All,d,94,412,-77.2
42481,20200517,S08000020,"",Planned,"",Cancer,"",5,15.5,-67.7
42482,20200517,S08000020,"",Planned,"",Medical (excl. Cardiology & Cancer),"",18,100,-82
42483,20200517,S08000020,"",Planned,"",Medical (incl. Cardiology & Cancer),"",26,126,-79.4
42484,20200517,S08000020,"",Planned,"",Paediatrics (medical & surgical),"",5,18.5,-73
42485,20200517,S08000020,"",Planned,"",Surgery,"",58,234,-75.2
42486,20200517,S08000022,"",Planned,"",All,d,79,182.5,-56.7
42487,20200517,S08000022,"",Planned,"",Cancer,"",11,4,175
42488,20200517,S08000022,"",Planned,"",Cardiology,"",5,4,25
42489,20200517,S08000022,"",Planned,"",Community,"",7,21.5,-67.4
42490,20200517,S08000022,"",Planned,"",Medical (excl. Cardiology & Cancer),"",23,35,-34.3
42491,20200517,S08000022,"",Planned,"",Medical (incl. Cardiology & Cancer),"",39,43,-9.3
42492,20200517,S08000022,"",Planned,"",Surgery,"",26,99.5,-73.9
42493,20200517,S08000024,"",Planned,"",All,d,220,629,-65
42494,20200517,S08000024,"",Planned,"",Cancer,"",31,37,-16.2
42495,20200517,S08000024,"",Planned,"",Cardiology,"",33,38.5,-14.3
42496,20200517,S08000024,"",Planned,"",Gynaecology,"",13,32.5,-60
42497,20200517,S08000024,"",Planned,"",Medical (excl. Cardiology & Cancer),"",41,116.5,-64.8
42498,20200517,S08000024,"",Planned,"",Medical (incl. Cardiology & Cancer),"",105,192,-45.3
42499,20200517,S08000024,"",Planned,"",Paediatrics (medical & surgical),"",11,34,-67.6
42500,20200517,S08000024,"",Planned,"",Paediatrics (medical),"",8,24,-66.7
42501,20200517,S08000024,"",Planned,"",Surgery,"",89,368.5,-75.8
42502,20200517,S08000028,"",Planned,"",All,d,6,13,-53.8
42503,20200517,S08000028,"",Planned,"",Surgery,"",5,9,-44.4
42504,20200517,S08000029,"",Planned,"",All,d,49,135,-63.7
42505,20200517,S08000029,"",Planned,"",Community,"",5,6.5,-23.1
42506,20200517,S08000029,"",Planned,"",Medical (excl. Cardiology & Cancer),"",17,12.5,36
42507,20200517,S08000029,"",Planned,"",Medical (incl. Cardiology & Cancer),"",20,15,33.3
42508,20200517,S08000029,"",Planned,"",Surgery,"",19,92.5,-79.5
42509,20200517,S08000030,"",Planned,"",All,d,90,307.5,-70.7
42510,20200517,S08000030,"",Planned,"",Cancer,"",6,8,-25
42511,20200517,S08000030,"",Planned,"",Gynaecology,"",5,32,-84.4
42512,20200517,S08000030,"",Planned,"",Medical (excl. Cardiology & Cancer),"",21,38,-44.7
42513,20200517,S08000030,"",Planned,"",Medical (incl. Cardiology & Cancer),"",30,57.5,-47.8
42514,20200517,S08000030,"",Planned,"",Paediatrics (medical & surgical),"",5,26,-80.8
42515,20200517,S08000030,"",Planned,"",Paediatrics (medical),"",5,23,-78.3
42516,20200517,S08000030,"",Planned,"",Surgery,"",48,188,-74.5
42517,20200517,S08000031,"",Planned,"",All,d,520,1395.5,-62.7
42518,20200517,S08000031,"",Planned,"",Cancer,"",36,64.5,-44.2
42519,20200517,S08000031,"",Planned,"",Cardiology,"",8,57.5,-86.1
42520,20200517,S08000031,"",Planned,"",Gynaecology,"",37,94.5,-60.8
42521,20200517,S08000031,"",Planned,"",Medical (excl. Cardiology & Cancer),"",189,340,-44.4
42522,20200517,S08000031,"",Planned,"",Medical (incl. Cardiology & Cancer),"",233,462,-49.6
42523,20200517,S08000031,"",Planned,"",Paediatrics (medical & surgical),"",51,75,-32
42524,20200517,S08000031,"",Planned,"",Paediatrics (medical),"",42,44.5,-5.6
42525,20200517,S08000031,"",Planned,"",Paediatrics (surgical),"",9,30.5,-70.5
42526,20200517,S08000031,"",Planned,"",Surgery,"",195,755,-74.2
42527,20200517,S08000032,"",Planned,"",All,d,129,253.5,-49.1
42528,20200517,S08000032,"",Planned,"",Cardiology,"",5,1.5,233.3
42529,20200517,S08000032,"",Planned,"",Medical (excl. Cardiology & Cancer),"",21,15,40
42530,20200517,S08000032,"",Planned,"",Medical (incl. Cardiology & Cancer),"",26,16.5,57.6
42531,20200517,S08000032,"",Planned,"",Paediatrics (medical & surgical),"",94,93,1.1
42532,20200517,S08000032,"",Planned,"",Paediatrics (medical),"",94,91.5,2.7
42533,20200517,S08000032,"",Planned,"",Surgery,"",7,126,-94.4
42534,20200517,S92000003,d,Planned,"",All,d,1461,3971.5,-63.2
42535,20200517,S92000003,d,Planned,"",Cancer,"",89,129.5,-31.3
42536,20200517,S92000003,d,Planned,"",Cardiology,"",118,206.5,-42.9
42537,20200517,S92000003,d,Planned,"",Community,"",20,54.5,-63.3
42538,20200517,S92000003,d,Planned,"",Gynaecology,"",72,240,-70
42539,20200517,S92000003,d,Planned,"",Medical (excl. Cardiology & Cancer),"",436,780.5,-44.1
42540,20200517,S92000003,d,Planned,"",Medical (incl. Cardiology & Cancer),"",643,1116.5,-42.4
42541,20200517,S92000003,d,Planned,"",Paediatrics (medical & surgical),"",185,279,-33.7
42542,20200517,S92000003,d,Planned,"",Paediatrics (medical),"",169,230.5,-26.7
42543,20200517,S92000003,d,Planned,"",Paediatrics (surgical),"",16,48.5,-67
42544,20200517,S92000003,d,Planned,"",Surgery,"",533,2261,-76.4
42545,20200517,NA,NA,Planned,"",All,d,94,218,-56.9
42546,20200517,NA,NA,Planned,"",Cardiology,"",54,65.5,-17.6
42547,20200517,NA,NA,Planned,"",Medical (incl. Cardiology & Cancer),"",54,69.5,-22.3
42548,20200517,NA,NA,Planned,"",Surgery,"",37,148.5,-75.1
