_id,MonthOfDelay,CA,CAQF,AgeGroup,AgeGroupQF,ReasonForDelay,ReasonForDelayQF,NumberOfDelayedBedDays,AverageDailyNumberOfDelayedBeds
26764,202011,S12000029,"",18plus,d,Code 9 AWI,"",333,11
26765,202011,S12000029,"",18plus,d,Code 9 Non-AWI,"",415,14
26766,202011,S12000029,"",18-74,"",All Delay Reasons,d,739,25
26767,202011,S12000029,"",18-74,"",Health and Social Care Reasons,"",490,16
26768,202011,S12000029,"",18-74,"",Patient and Family Related Reasons,"",0,0
26769,202011,S12000029,"",18-74,"",Code 9 AWI,"",100,3
26770,202011,S12000029,"",18-74,"",Code 9 Non-AWI,"",149,5
26771,202011,S12000029,"",75plus,"",All Delay Reasons,d,1638,55
26772,202011,S12000029,"",75plus,"",Health and Social Care Reasons,"",1137,38
26773,202011,S12000029,"",75plus,"",Patient and Family Related Reasons,"",2,0
26774,202011,S12000029,"",75plus,"",Code 9 AWI,"",233,8
26775,202011,S12000029,"",75plus,"",Code 9 Non-AWI,"",266,9
26776,202011,S12000030,"",18plus,d,All Delay Reasons,d,602,20
26777,202011,S12000030,"",18plus,d,Health and Social Care Reasons,"",482,16
26778,202011,S12000030,"",18plus,d,Patient and Family Related Reasons,"",0,0
26779,202011,S12000030,"",18plus,d,Code 9 AWI,"",30,1
26780,202011,S12000030,"",18plus,d,Code 9 Non-AWI,"",90,3
26781,202011,S12000030,"",18-74,"",All Delay Reasons,d,203,7
26782,202011,S12000030,"",18-74,"",Health and Social Care Reasons,"",113,4
26783,202011,S12000030,"",18-74,"",Patient and Family Related Reasons,"",0,0
26784,202011,S12000030,"",18-74,"",Code 9 AWI,"",30,1
26785,202011,S12000030,"",18-74,"",Code 9 Non-AWI,"",60,2
26786,202011,S12000030,"",75plus,"",All Delay Reasons,d,399,13
26787,202011,S12000030,"",75plus,"",Health and Social Care Reasons,"",369,12
26788,202011,S12000030,"",75plus,"",Patient and Family Related Reasons,"",0,0
26789,202011,S12000030,"",75plus,"",Code 9 AWI,"",0,0
26790,202011,S12000030,"",75plus,"",Code 9 Non-AWI,"",30,1
26791,202011,S12000033,"",18plus,d,All Delay Reasons,d,487,16
26792,202011,S12000033,"",18plus,d,Health and Social Care Reasons,"",395,13
26793,202011,S12000033,"",18plus,d,Patient and Family Related Reasons,"",0,0
26794,202011,S12000033,"",18plus,d,Code 9 AWI,"",92,3
26795,202011,S12000033,"",18plus,d,Code 9 Non-AWI,"",0,0
26796,202011,S12000033,"",18-74,"",All Delay Reasons,d,147,5
26797,202011,S12000033,"",18-74,"",Health and Social Care Reasons,"",103,3
26798,202011,S12000033,"",18-74,"",Patient and Family Related Reasons,"",0,0
26799,202011,S12000033,"",18-74,"",Code 9 AWI,"",44,1
26800,202011,S12000033,"",18-74,"",Code 9 Non-AWI,"",0,0
26801,202011,S12000033,"",75plus,"",All Delay Reasons,d,340,11
26802,202011,S12000033,"",75plus,"",Health and Social Care Reasons,"",292,10
26803,202011,S12000033,"",75plus,"",Patient and Family Related Reasons,"",0,0
26804,202011,S12000033,"",75plus,"",Code 9 AWI,"",48,2
26805,202011,S12000033,"",75plus,"",Code 9 Non-AWI,"",0,0
26806,202011,S12000034,"",18plus,d,All Delay Reasons,d,536,18
26807,202011,S12000034,"",18plus,d,Health and Social Care Reasons,"",319,11
26808,202011,S12000034,"",18plus,d,Patient and Family Related Reasons,"",48,2
26809,202011,S12000034,"",18plus,d,Code 9 AWI,"",152,5
26810,202011,S12000034,"",18plus,d,Code 9 Non-AWI,"",17,1
26811,202011,S12000034,"",18-74,"",All Delay Reasons,d,150,5
26812,202011,S12000034,"",18-74,"",Health and Social Care Reasons,"",66,2
26813,202011,S12000034,"",18-74,"",Patient and Family Related Reasons,"",10,0
26814,202011,S12000034,"",18-74,"",Code 9 AWI,"",57,2
26815,202011,S12000034,"",18-74,"",Code 9 Non-AWI,"",17,1
26816,202011,S12000034,"",75plus,"",All Delay Reasons,d,386,13
26817,202011,S12000034,"",75plus,"",Health and Social Care Reasons,"",253,8
26818,202011,S12000034,"",75plus,"",Patient and Family Related Reasons,"",38,1
26819,202011,S12000034,"",75plus,"",Code 9 AWI,"",95,3
26820,202011,S12000034,"",75plus,"",Code 9 Non-AWI,"",0,0
26821,202011,S12000035,"",18plus,d,All Delay Reasons,d,439,15
26822,202011,S12000035,"",18plus,d,Health and Social Care Reasons,"",309,10
26823,202011,S12000035,"",18plus,d,Patient and Family Related Reasons,"",12,0
26824,202011,S12000035,"",18plus,d,Code 9 AWI,"",118,4
26825,202011,S12000035,"",18plus,d,Code 9 Non-AWI,"",0,0
26826,202011,S12000035,"",18-74,"",All Delay Reasons,d,138,5
26827,202011,S12000035,"",18-74,"",Health and Social Care Reasons,"",108,4
26828,202011,S12000035,"",18-74,"",Patient and Family Related Reasons,"",0,0
26829,202011,S12000035,"",18-74,"",Code 9 AWI,"",30,1
26830,202011,S12000035,"",18-74,"",Code 9 Non-AWI,"",0,0
26831,202011,S12000035,"",75plus,"",All Delay Reasons,d,301,10
26832,202011,S12000035,"",75plus,"",Health and Social Care Reasons,"",201,7
26833,202011,S12000035,"",75plus,"",Patient and Family Related Reasons,"",12,0
26834,202011,S12000035,"",75plus,"",Code 9 AWI,"",88,3
26835,202011,S12000035,"",75plus,"",Code 9 Non-AWI,"",0,0
26836,202011,S12000036,"",18plus,d,All Delay Reasons,d,2708,90
26837,202011,S12000036,"",18plus,d,Health and Social Care Reasons,"",1778,59
26838,202011,S12000036,"",18plus,d,Patient and Family Related Reasons,"",219,7
26839,202011,S12000036,"",18plus,d,Code 9 AWI,"",479,16
26840,202011,S12000036,"",18plus,d,Code 9 Non-AWI,"",232,8
26841,202011,S12000036,"",18-74,"",All Delay Reasons,d,1054,35
26842,202011,S12000036,"",18-74,"",Health and Social Care Reasons,"",771,26
26843,202011,S12000036,"",18-74,"",Patient and Family Related Reasons,"",24,1
26844,202011,S12000036,"",18-74,"",Code 9 AWI,"",229,8
26845,202011,S12000036,"",18-74,"",Code 9 Non-AWI,"",30,1
26846,202011,S12000036,"",75plus,"",All Delay Reasons,d,1654,55
26847,202011,S12000036,"",75plus,"",Health and Social Care Reasons,"",1007,34
26848,202011,S12000036,"",75plus,"",Patient and Family Related Reasons,"",195,7
26849,202011,S12000036,"",75plus,"",Code 9 AWI,"",250,8
26850,202011,S12000036,"",75plus,"",Code 9 Non-AWI,"",202,7
26851,202011,S12000038,"",18plus,d,All Delay Reasons,d,797,27
26852,202011,S12000038,"",18plus,d,Health and Social Care Reasons,"",286,10
26853,202011,S12000038,"",18plus,d,Patient and Family Related Reasons,"",0,0
26854,202011,S12000038,"",18plus,d,Code 9 AWI,"",305,10
26855,202011,S12000038,"",18plus,d,Code 9 Non-AWI,"",206,7
26856,202011,S12000038,"",18-74,"",All Delay Reasons,d,309,10
26857,202011,S12000038,"",18-74,"",Health and Social Care Reasons,"",112,4
26858,202011,S12000038,"",18-74,"",Patient and Family Related Reasons,"",0,0
26859,202011,S12000038,"",18-74,"",Code 9 AWI,"",60,2
26860,202011,S12000038,"",18-74,"",Code 9 Non-AWI,"",137,5
26861,202011,S12000038,"",75plus,"",All Delay Reasons,d,488,16
26862,202011,S12000038,"",75plus,"",Health and Social Care Reasons,"",174,6
26863,202011,S12000038,"",75plus,"",Patient and Family Related Reasons,"",0,0
26864,202011,S12000038,"",75plus,"",Code 9 AWI,"",245,8
26865,202011,S12000038,"",75plus,"",Code 9 Non-AWI,"",69,2
26866,202011,S12000039,"",18plus,d,All Delay Reasons,d,917,31
26867,202011,S12000039,"",18plus,d,Health and Social Care Reasons,"",278,9
26868,202011,S12000039,"",18plus,d,Patient and Family Related Reasons,"",0,0
26869,202011,S12000039,"",18plus,d,Code 9 AWI,"",357,12
26870,202011,S12000039,"",18plus,d,Code 9 Non-AWI,"",282,9
26871,202011,S12000039,"",18-74,"",All Delay Reasons,d,232,8
26872,202011,S12000039,"",18-74,"",Health and Social Care Reasons,"",80,3
26873,202011,S12000039,"",18-74,"",Patient and Family Related Reasons,"",0,0
26874,202011,S12000039,"",18-74,"",Code 9 AWI,"",36,1
26875,202011,S12000039,"",18-74,"",Code 9 Non-AWI,"",116,4
26876,202011,S12000039,"",75plus,"",All Delay Reasons,d,685,23
26877,202011,S12000039,"",75plus,"",Health and Social Care Reasons,"",198,7
26878,202011,S12000039,"",75plus,"",Patient and Family Related Reasons,"",0,0
26879,202011,S12000039,"",75plus,"",Code 9 AWI,"",321,11
26880,202011,S12000039,"",75plus,"",Code 9 Non-AWI,"",166,6
26881,202011,S12000040,"",18plus,d,All Delay Reasons,d,827,28
26882,202011,S12000040,"",18plus,d,Health and Social Care Reasons,"",360,12
26883,202011,S12000040,"",18plus,d,Patient and Family Related Reasons,"",19,1
26884,202011,S12000040,"",18plus,d,Code 9 AWI,"",86,3
26885,202011,S12000040,"",18plus,d,Code 9 Non-AWI,"",362,12
26886,202011,S12000040,"",18-74,"",All Delay Reasons,d,294,10
26887,202011,S12000040,"",18-74,"",Health and Social Care Reasons,"",93,3
26888,202011,S12000040,"",18-74,"",Patient and Family Related Reasons,"",11,0
26889,202011,S12000040,"",18-74,"",Code 9 AWI,"",56,2
26890,202011,S12000040,"",18-74,"",Code 9 Non-AWI,"",134,4
26891,202011,S12000040,"",75plus,"",All Delay Reasons,d,533,18
26892,202011,S12000040,"",75plus,"",Health and Social Care Reasons,"",267,9
26893,202011,S12000040,"",75plus,"",Patient and Family Related Reasons,"",8,0
26894,202011,S12000040,"",75plus,"",Code 9 AWI,"",30,1
26895,202011,S12000040,"",75plus,"",Code 9 Non-AWI,"",228,8
26896,202011,S12000041,"",18plus,d,All Delay Reasons,d,467,16
26897,202011,S12000041,"",18plus,d,Health and Social Care Reasons,"",182,6
26898,202011,S12000041,"",18plus,d,Patient and Family Related Reasons,"",0,0
26899,202011,S12000041,"",18plus,d,Code 9 AWI,"",153,5
26900,202011,S12000041,"",18plus,d,Code 9 Non-AWI,"",132,4
26901,202011,S12000041,"",18-74,"",All Delay Reasons,d,158,5
26902,202011,S12000041,"",18-74,"",Health and Social Care Reasons,"",116,4
26903,202011,S12000041,"",18-74,"",Patient and Family Related Reasons,"",0,0
26904,202011,S12000041,"",18-74,"",Code 9 AWI,"",30,1
26905,202011,S12000041,"",18-74,"",Code 9 Non-AWI,"",12,0
26906,202011,S12000041,"",75plus,"",All Delay Reasons,d,309,10
26907,202011,S12000041,"",75plus,"",Health and Social Care Reasons,"",66,2
26908,202011,S12000041,"",75plus,"",Patient and Family Related Reasons,"",0,0
26909,202011,S12000041,"",75plus,"",Code 9 AWI,"",123,4
26910,202011,S12000041,"",75plus,"",Code 9 Non-AWI,"",120,4
26911,202011,S12000042,"",18plus,d,All Delay Reasons,d,532,18
26912,202011,S12000042,"",18plus,d,Health and Social Care Reasons,"",227,8
26913,202011,S12000042,"",18plus,d,Patient and Family Related Reasons,"",0,0
26914,202011,S12000042,"",18plus,d,Code 9 AWI,"",109,4
26915,202011,S12000042,"",18plus,d,Code 9 Non-AWI,"",196,7
26916,202011,S12000042,"",18-74,"",All Delay Reasons,d,234,8
26917,202011,S12000042,"",18-74,"",Health and Social Care Reasons,"",76,3
26918,202011,S12000042,"",18-74,"",Patient and Family Related Reasons,"",0,0
26919,202011,S12000042,"",18-74,"",Code 9 AWI,"",56,2
26920,202011,S12000042,"",18-74,"",Code 9 Non-AWI,"",102,3
26921,202011,S12000042,"",75plus,"",All Delay Reasons,d,298,10
26922,202011,S12000042,"",75plus,"",Health and Social Care Reasons,"",151,5
26923,202011,S12000042,"",75plus,"",Patient and Family Related Reasons,"",0,0
26924,202011,S12000042,"",75plus,"",Code 9 AWI,"",53,2
26925,202011,S12000042,"",75plus,"",Code 9 Non-AWI,"",94,3
26926,202011,S12000045,"",18plus,d,All Delay Reasons,d,403,13
26927,202011,S12000045,"",18plus,d,Health and Social Care Reasons,"",246,8
26928,202011,S12000045,"",18plus,d,Patient and Family Related Reasons,"",54,2
26929,202011,S12000045,"",18plus,d,Code 9 AWI,"",90,3
26930,202011,S12000045,"",18plus,d,Code 9 Non-AWI,"",13,0
26931,202011,S12000045,"",18-74,"",All Delay Reasons,d,64,2
26932,202011,S12000045,"",18-74,"",Health and Social Care Reasons,"",64,2
26933,202011,S12000045,"",18-74,"",Patient and Family Related Reasons,"",0,0
26934,202011,S12000045,"",18-74,"",Code 9 AWI,"",0,0
26935,202011,S12000045,"",18-74,"",Code 9 Non-AWI,"",0,0
26936,202011,S12000045,"",75plus,"",All Delay Reasons,d,339,11
26937,202011,S12000045,"",75plus,"",Health and Social Care Reasons,"",182,6
26938,202011,S12000045,"",75plus,"",Patient and Family Related Reasons,"",54,2
26939,202011,S12000045,"",75plus,"",Code 9 AWI,"",90,3
26940,202011,S12000045,"",75plus,"",Code 9 Non-AWI,"",13,0
26941,202011,S12000047,"",18plus,d,All Delay Reasons,d,2688,90
26942,202011,S12000047,"",18plus,d,Health and Social Care Reasons,"",1483,49
26943,202011,S12000047,"",18plus,d,Patient and Family Related Reasons,"",99,3
26944,202011,S12000047,"",18plus,d,Code 9 AWI,"",718,24
26945,202011,S12000047,"",18plus,d,Code 9 Non-AWI,"",388,13
26946,202011,S12000047,"",18-74,"",All Delay Reasons,d,720,24
26947,202011,S12000047,"",18-74,"",Health and Social Care Reasons,"",375,13
26948,202011,S12000047,"",18-74,"",Patient and Family Related Reasons,"",0,0
26949,202011,S12000047,"",18-74,"",Code 9 AWI,"",176,6
26950,202011,S12000047,"",18-74,"",Code 9 Non-AWI,"",169,6
26951,202011,S12000047,"",75plus,"",All Delay Reasons,d,1968,66
26952,202011,S12000047,"",75plus,"",Health and Social Care Reasons,"",1108,37
26953,202011,S12000047,"",75plus,"",Patient and Family Related Reasons,"",99,3
26954,202011,S12000047,"",75plus,"",Code 9 AWI,"",542,18
26955,202011,S12000047,"",75plus,"",Code 9 Non-AWI,"",219,7
26956,202011,S12000048,"",18plus,d,All Delay Reasons,d,313,10
26957,202011,S12000048,"",18plus,d,Health and Social Care Reasons,"",185,6
26958,202011,S12000048,"",18plus,d,Patient and Family Related Reasons,"",2,0
26959,202011,S12000048,"",18plus,d,Code 9 AWI,"",5,0
26960,202011,S12000048,"",18plus,d,Code 9 Non-AWI,"",121,4
26961,202011,S12000048,"",18-74,"",All Delay Reasons,d,85,3
26962,202011,S12000048,"",18-74,"",Health and Social Care Reasons,"",38,1
26963,202011,S12000048,"",18-74,"",Patient and Family Related Reasons,"",0,0
26964,202011,S12000048,"",18-74,"",Code 9 AWI,"",0,0
26965,202011,S12000048,"",18-74,"",Code 9 Non-AWI,"",47,2
26966,202011,S12000048,"",75plus,"",All Delay Reasons,d,228,8
26967,202011,S12000048,"",75plus,"",Health and Social Care Reasons,"",147,5
26968,202011,S12000048,"",75plus,"",Patient and Family Related Reasons,"",2,0
26969,202011,S12000048,"",75plus,"",Code 9 AWI,"",5,0
26970,202011,S12000048,"",75plus,"",Code 9 Non-AWI,"",74,2
26971,202011,S12000049,"",18plus,d,All Delay Reasons,d,4494,150
26972,202011,S12000049,"",18plus,d,Health and Social Care Reasons,"",1654,55
26973,202011,S12000049,"",18plus,d,Patient and Family Related Reasons,"",766,26
26974,202011,S12000049,"",18plus,d,Code 9 AWI,"",1293,43
26975,202011,S12000049,"",18plus,d,Code 9 Non-AWI,"",781,26
26976,202011,S12000049,"",18-74,"",All Delay Reasons,d,2162,72
26977,202011,S12000049,"",18-74,"",Health and Social Care Reasons,"",948,32
26978,202011,S12000049,"",18-74,"",Patient and Family Related Reasons,"",307,10
26979,202011,S12000049,"",18-74,"",Code 9 AWI,"",535,18
26980,202011,S12000049,"",18-74,"",Code 9 Non-AWI,"",372,12
26981,202011,S12000049,"",75plus,"",All Delay Reasons,d,2332,78
26982,202011,S12000049,"",75plus,"",Health and Social Care Reasons,"",706,24
26983,202011,S12000049,"",75plus,"",Patient and Family Related Reasons,"",459,15
26984,202011,S12000049,"",75plus,"",Code 9 AWI,"",758,25
26985,202011,S12000049,"",75plus,"",Code 9 Non-AWI,"",409,14
26986,202011,S12000050,"",18plus,d,All Delay Reasons,d,2683,89
26987,202011,S12000050,"",18plus,d,Health and Social Care Reasons,"",2227,74
26988,202011,S12000050,"",18plus,d,Patient and Family Related Reasons,"",0,0
26989,202011,S12000050,"",18plus,d,Code 9 AWI,"",191,6
26990,202011,S12000050,"",18plus,d,Code 9 Non-AWI,"",265,9
26991,202011,S12000050,"",18-74,"",All Delay Reasons,d,1006,34
26992,202011,S12000050,"",18-74,"",Health and Social Care Reasons,"",814,27
26993,202011,S12000050,"",18-74,"",Patient and Family Related Reasons,"",0,0
26994,202011,S12000050,"",18-74,"",Code 9 AWI,"",107,4
26995,202011,S12000050,"",18-74,"",Code 9 Non-AWI,"",85,3
26996,202011,S12000050,"",75plus,"",All Delay Reasons,d,1677,56
26997,202011,S12000050,"",75plus,"",Health and Social Care Reasons,"",1413,47
26998,202011,S12000050,"",75plus,"",Patient and Family Related Reasons,"",0,0
26999,202011,S12000050,"",75plus,"",Code 9 AWI,"",84,3
27000,202011,S12000050,"",75plus,"",Code 9 Non-AWI,"",180,6
27001,202011,"",:,18plus,d,All Delay Reasons,d,26,1
27002,202011,"",:,18plus,d,Health and Social Care Reasons,"",0,0
27003,202011,"",:,18plus,d,Patient and Family Related Reasons,"",26,1
27004,202011,"",:,18plus,d,Code 9 AWI,"",0,0
27005,202011,"",:,18plus,d,Code 9 Non-AWI,"",0,0
27006,202011,"",:,18-74,"",All Delay Reasons,d,0,0
27007,202011,"",:,18-74,"",Health and Social Care Reasons,"",0,0
27008,202011,"",:,18-74,"",Patient and Family Related Reasons,"",0,0
27009,202011,"",:,18-74,"",Code 9 AWI,"",0,0
27010,202011,"",:,18-74,"",Code 9 Non-AWI,"",0,0
27011,202011,"",:,75plus,"",All Delay Reasons,d,26,1
27012,202011,"",:,75plus,"",Health and Social Care Reasons,"",0,0
27013,202011,"",:,75plus,"",Patient and Family Related Reasons,"",26,1
27014,202011,"",:,75plus,"",Code 9 AWI,"",0,0
27015,202011,"",:,75plus,"",Code 9 Non-AWI,"",0,0
27016,202011,S92000003,d,18plus,d,All Delay Reasons,d,33463,1115
27017,202011,S92000003,d,18plus,d,Health and Social Care Reasons,"",20499,683
27018,202011,S92000003,d,18plus,d,Patient and Family Related Reasons,"",1537,51
27019,202011,S92000003,d,18plus,d,Code 9 AWI,"",6380,213
27020,202011,S92000003,d,18plus,d,Code 9 Non-AWI,"",5047,168
27021,202011,S92000003,d,18-74,"",All Delay Reasons,d,11831,394
27022,202011,S92000003,d,18-74,"",Health and Social Care Reasons,"",7014,234
27023,202011,S92000003,d,18-74,"",Patient and Family Related Reasons,"",367,12
27024,202011,S92000003,d,18-74,"",Code 9 AWI,"",2181,73
27025,202011,S92000003,d,18-74,"",Code 9 Non-AWI,"",2269,76
27026,202011,S92000003,d,75plus,"",All Delay Reasons,d,21632,721
27027,202011,S92000003,d,75plus,"",Health and Social Care Reasons,"",13485,450
27028,202011,S92000003,d,75plus,"",Patient and Family Related Reasons,"",1170,39
27029,202011,S92000003,d,75plus,"",Code 9 AWI,"",4199,140
27030,202011,S92000003,d,75plus,"",Code 9 Non-AWI,"",2778,93
27031,202012,S12000005,"",18plus,d,All Delay Reasons,d,406,13
27032,202012,S12000005,"",18plus,d,Health and Social Care Reasons,"",281,9
27033,202012,S12000005,"",18plus,d,Patient and Family Related Reasons,"",0,0
27034,202012,S12000005,"",18plus,d,Code 9 AWI,"",93,3
27035,202012,S12000005,"",18plus,d,Code 9 Non-AWI,"",32,1
27036,202012,S12000005,"",18-74,"",All Delay Reasons,d,119,4
27037,202012,S12000005,"",18-74,"",Health and Social Care Reasons,"",50,2
27038,202012,S12000005,"",18-74,"",Patient and Family Related Reasons,"",0,0
27039,202012,S12000005,"",18-74,"",Code 9 AWI,"",62,2
27040,202012,S12000005,"",18-74,"",Code 9 Non-AWI,"",7,0
27041,202012,S12000005,"",75plus,"",All Delay Reasons,d,287,9
27042,202012,S12000005,"",75plus,"",Health and Social Care Reasons,"",231,7
27043,202012,S12000005,"",75plus,"",Patient and Family Related Reasons,"",0,0
27044,202012,S12000005,"",75plus,"",Code 9 AWI,"",31,1
27045,202012,S12000005,"",75plus,"",Code 9 Non-AWI,"",25,1
27046,202012,S12000006,"",18plus,d,All Delay Reasons,d,1083,35
27047,202012,S12000006,"",18plus,d,Health and Social Care Reasons,"",833,27
27048,202012,S12000006,"",18plus,d,Patient and Family Related Reasons,"",0,0
27049,202012,S12000006,"",18plus,d,Code 9 AWI,"",143,5
27050,202012,S12000006,"",18plus,d,Code 9 Non-AWI,"",107,3
27051,202012,S12000006,"",18-74,"",All Delay Reasons,d,451,15
27052,202012,S12000006,"",18-74,"",Health and Social Care Reasons,"",336,11
27053,202012,S12000006,"",18-74,"",Patient and Family Related Reasons,"",0,0
27054,202012,S12000006,"",18-74,"",Code 9 AWI,"",8,0
27055,202012,S12000006,"",18-74,"",Code 9 Non-AWI,"",107,3
27056,202012,S12000006,"",75plus,"",All Delay Reasons,d,632,20
27057,202012,S12000006,"",75plus,"",Health and Social Care Reasons,"",497,16
27058,202012,S12000006,"",75plus,"",Patient and Family Related Reasons,"",0,0
27059,202012,S12000006,"",75plus,"",Code 9 AWI,"",135,4
27060,202012,S12000006,"",75plus,"",Code 9 Non-AWI,"",0,0
27061,202012,S12000008,"",18plus,d,All Delay Reasons,d,389,13
27062,202012,S12000008,"",18plus,d,Health and Social Care Reasons,"",48,2
27063,202012,S12000008,"",18plus,d,Patient and Family Related Reasons,"",0,0
27064,202012,S12000008,"",18plus,d,Code 9 AWI,"",136,4
27065,202012,S12000008,"",18plus,d,Code 9 Non-AWI,"",205,7
