_id,MonthOfDelay,HBT,HBTQF,AgeGroup,AgeGroupQF,ReasonForDelay,ReasonForDelayQF,NumberOfDelayedBedDays,AverageDailyNumberOfDelayedBeds
13726,202108,S08000015,"",18plus,d,All Delay Reasons,d,4148,134
13727,202108,S08000015,"",18plus,d,Health and Social Care Reasons,"",2801,90
13728,202108,S08000015,"",18plus,d,Patient and Family Related Reasons,"",7,0
13729,202108,S08000015,"",18plus,d,Code 9 AWI,"",810,26
13730,202108,S08000015,"",18plus,d,Code 9 Non-AWI,"",530,17
13731,202108,S08000015,"",18-74,"",All Delay Reasons,d,1372,44
13732,202108,S08000015,"",18-74,"",Health and Social Care Reasons,"",699,23
13733,202108,S08000015,"",18-74,"",Patient and Family Related Reasons,"",7,0
13734,202108,S08000015,"",18-74,"",Code 9 AWI,"",336,11
13735,202108,S08000015,"",18-74,"",Code 9 Non-AWI,"",330,11
13736,202108,S08000015,"",75plus,"",All Delay Reasons,d,2776,90
13737,202108,S08000015,"",75plus,"",Health and Social Care Reasons,"",2102,68
13738,202108,S08000015,"",75plus,"",Patient and Family Related Reasons,"",0,0
13739,202108,S08000015,"",75plus,"",Code 9 AWI,"",474,15
13740,202108,S08000015,"",75plus,"",Code 9 Non-AWI,"",200,6
13741,202108,S08000016,"",18plus,d,All Delay Reasons,d,1121,36
13742,202108,S08000016,"",18plus,d,Health and Social Care Reasons,"",1036,33
13743,202108,S08000016,"",18plus,d,Patient and Family Related Reasons,"",50,2
13744,202108,S08000016,"",18plus,d,Code 9 AWI,"",35,1
13745,202108,S08000016,"",18plus,d,Code 9 Non-AWI,"",0,0
13746,202108,S08000016,"",18-74,"",All Delay Reasons,d,290,9
13747,202108,S08000016,"",18-74,"",Health and Social Care Reasons,"",259,8
13748,202108,S08000016,"",18-74,"",Patient and Family Related Reasons,"",31,1
13749,202108,S08000016,"",18-74,"",Code 9 AWI,"",0,0
13750,202108,S08000016,"",18-74,"",Code 9 Non-AWI,"",0,0
13751,202108,S08000016,"",75plus,"",All Delay Reasons,d,831,27
13752,202108,S08000016,"",75plus,"",Health and Social Care Reasons,"",777,25
13753,202108,S08000016,"",75plus,"",Patient and Family Related Reasons,"",19,1
13754,202108,S08000016,"",75plus,"",Code 9 AWI,"",35,1
13755,202108,S08000016,"",75plus,"",Code 9 Non-AWI,"",0,0
13756,202108,S08000017,"",18plus,d,All Delay Reasons,d,1858,60
13757,202108,S08000017,"",18plus,d,Health and Social Care Reasons,"",1428,46
13758,202108,S08000017,"",18plus,d,Patient and Family Related Reasons,"",4,0
13759,202108,S08000017,"",18plus,d,Code 9 AWI,"",330,11
13760,202108,S08000017,"",18plus,d,Code 9 Non-AWI,"",96,3
13761,202108,S08000017,"",18-74,"",All Delay Reasons,d,590,19
13762,202108,S08000017,"",18-74,"",Health and Social Care Reasons,"",489,16
13763,202108,S08000017,"",18-74,"",Patient and Family Related Reasons,"",4,0
13764,202108,S08000017,"",18-74,"",Code 9 AWI,"",29,1
13765,202108,S08000017,"",18-74,"",Code 9 Non-AWI,"",68,2
13766,202108,S08000017,"",75plus,"",All Delay Reasons,d,1268,41
13767,202108,S08000017,"",75plus,"",Health and Social Care Reasons,"",939,30
13768,202108,S08000017,"",75plus,"",Patient and Family Related Reasons,"",0,0
13769,202108,S08000017,"",75plus,"",Code 9 AWI,"",301,10
13770,202108,S08000017,"",75plus,"",Code 9 Non-AWI,"",28,1
13771,202108,S08000019,"",18plus,d,All Delay Reasons,d,3672,118
13772,202108,S08000019,"",18plus,d,Health and Social Care Reasons,"",2862,92
13773,202108,S08000019,"",18plus,d,Patient and Family Related Reasons,"",49,2
13774,202108,S08000019,"",18plus,d,Code 9 AWI,"",606,20
13775,202108,S08000019,"",18plus,d,Code 9 Non-AWI,"",155,5
13776,202108,S08000019,"",18-74,"",All Delay Reasons,d,1129,36
13777,202108,S08000019,"",18-74,"",Health and Social Care Reasons,"",782,25
13778,202108,S08000019,"",18-74,"",Patient and Family Related Reasons,"",0,0
13779,202108,S08000019,"",18-74,"",Code 9 AWI,"",234,8
13780,202108,S08000019,"",18-74,"",Code 9 Non-AWI,"",113,4
13781,202108,S08000019,"",75plus,"",All Delay Reasons,d,2543,82
13782,202108,S08000019,"",75plus,"",Health and Social Care Reasons,"",2080,67
13783,202108,S08000019,"",75plus,"",Patient and Family Related Reasons,"",49,2
13784,202108,S08000019,"",75plus,"",Code 9 AWI,"",372,12
13785,202108,S08000019,"",75plus,"",Code 9 Non-AWI,"",42,1
13786,202108,S08000020,"",18plus,d,All Delay Reasons,d,1907,62
13787,202108,S08000020,"",18plus,d,Health and Social Care Reasons,"",1532,49
13788,202108,S08000020,"",18plus,d,Patient and Family Related Reasons,"",24,1
13789,202108,S08000020,"",18plus,d,Code 9 AWI,"",259,8
13790,202108,S08000020,"",18plus,d,Code 9 Non-AWI,"",92,3
13791,202108,S08000020,"",18-74,"",All Delay Reasons,d,529,17
13792,202108,S08000020,"",18-74,"",Health and Social Care Reasons,"",379,12
13793,202108,S08000020,"",18-74,"",Patient and Family Related Reasons,"",3,0
13794,202108,S08000020,"",18-74,"",Code 9 AWI,"",102,3
13795,202108,S08000020,"",18-74,"",Code 9 Non-AWI,"",45,1
13796,202108,S08000020,"",75plus,"",All Delay Reasons,d,1378,44
13797,202108,S08000020,"",75plus,"",Health and Social Care Reasons,"",1153,37
13798,202108,S08000020,"",75plus,"",Patient and Family Related Reasons,"",21,1
13799,202108,S08000020,"",75plus,"",Code 9 AWI,"",157,5
13800,202108,S08000020,"",75plus,"",Code 9 Non-AWI,"",47,2
13801,202108,S08000022,"",18plus,d,All Delay Reasons,d,3080,99
13802,202108,S08000022,"",18plus,d,Health and Social Care Reasons,"",2054,66
13803,202108,S08000022,"",18plus,d,Patient and Family Related Reasons,"",163,5
13804,202108,S08000022,"",18plus,d,Code 9 AWI,"",726,23
13805,202108,S08000022,"",18plus,d,Code 9 Non-AWI,"",137,4
13806,202108,S08000022,"",18-74,"",All Delay Reasons,d,553,18
13807,202108,S08000022,"",18-74,"",Health and Social Care Reasons,"",395,13
13808,202108,S08000022,"",18-74,"",Patient and Family Related Reasons,"",29,1
13809,202108,S08000022,"",18-74,"",Code 9 AWI,"",31,1
13810,202108,S08000022,"",18-74,"",Code 9 Non-AWI,"",98,3
13811,202108,S08000022,"",75plus,"",All Delay Reasons,d,2527,82
13812,202108,S08000022,"",75plus,"",Health and Social Care Reasons,"",1659,54
13813,202108,S08000022,"",75plus,"",Patient and Family Related Reasons,"",134,4
13814,202108,S08000022,"",75plus,"",Code 9 AWI,"",695,22
13815,202108,S08000022,"",75plus,"",Code 9 Non-AWI,"",39,1
13816,202108,S08000024,"",18plus,d,All Delay Reasons,d,7495,242
13817,202108,S08000024,"",18plus,d,Health and Social Care Reasons,"",6052,195
13818,202108,S08000024,"",18plus,d,Patient and Family Related Reasons,"",150,5
13819,202108,S08000024,"",18plus,d,Code 9 AWI,"",981,32
13820,202108,S08000024,"",18plus,d,Code 9 Non-AWI,"",312,10
13821,202108,S08000024,"",18-74,"",All Delay Reasons,d,2538,82
13822,202108,S08000024,"",18-74,"",Health and Social Care Reasons,"",2017,65
13823,202108,S08000024,"",18-74,"",Patient and Family Related Reasons,"",65,2
13824,202108,S08000024,"",18-74,"",Code 9 AWI,"",384,12
13825,202108,S08000024,"",18-74,"",Code 9 Non-AWI,"",72,2
13826,202108,S08000024,"",75plus,"",All Delay Reasons,d,4957,160
13827,202108,S08000024,"",75plus,"",Health and Social Care Reasons,"",4035,130
13828,202108,S08000024,"",75plus,"",Patient and Family Related Reasons,"",85,3
13829,202108,S08000024,"",75plus,"",Code 9 AWI,"",597,19
13830,202108,S08000024,"",75plus,"",Code 9 Non-AWI,"",240,8
13831,202108,S08000025,"",18plus,d,All Delay Reasons,d,88,3
13832,202108,S08000025,"",18plus,d,Health and Social Care Reasons,"",88,3
13833,202108,S08000025,"",18plus,d,Patient and Family Related Reasons,"",0,0
13834,202108,S08000025,"",18plus,d,Code 9 AWI,"",0,0
13835,202108,S08000025,"",18plus,d,Code 9 Non-AWI,"",0,0
13836,202108,S08000025,"",18-74,"",All Delay Reasons,d,0,0
13837,202108,S08000025,"",18-74,"",Health and Social Care Reasons,"",0,0
13838,202108,S08000025,"",18-74,"",Patient and Family Related Reasons,"",0,0
13839,202108,S08000025,"",18-74,"",Code 9 AWI,"",0,0
13840,202108,S08000025,"",18-74,"",Code 9 Non-AWI,"",0,0
13841,202108,S08000025,"",75plus,"",All Delay Reasons,d,88,3
13842,202108,S08000025,"",75plus,"",Health and Social Care Reasons,"",88,3
13843,202108,S08000025,"",75plus,"",Patient and Family Related Reasons,"",0,0
13844,202108,S08000025,"",75plus,"",Code 9 AWI,"",0,0
13845,202108,S08000025,"",75plus,"",Code 9 Non-AWI,"",0,0
13846,202108,S08000026,"",18plus,d,All Delay Reasons,d,107,3
13847,202108,S08000026,"",18plus,d,Health and Social Care Reasons,"",107,3
13848,202108,S08000026,"",18plus,d,Patient and Family Related Reasons,"",0,0
13849,202108,S08000026,"",18plus,d,Code 9 AWI,"",0,0
13850,202108,S08000026,"",18plus,d,Code 9 Non-AWI,"",0,0
13851,202108,S08000026,"",18-74,"",All Delay Reasons,d,32,1
13852,202108,S08000026,"",18-74,"",Health and Social Care Reasons,"",32,1
13853,202108,S08000026,"",18-74,"",Patient and Family Related Reasons,"",0,0
13854,202108,S08000026,"",18-74,"",Code 9 AWI,"",0,0
13855,202108,S08000026,"",18-74,"",Code 9 Non-AWI,"",0,0
13856,202108,S08000026,"",75plus,"",All Delay Reasons,d,75,2
13857,202108,S08000026,"",75plus,"",Health and Social Care Reasons,"",75,2
13858,202108,S08000026,"",75plus,"",Patient and Family Related Reasons,"",0,0
13859,202108,S08000026,"",75plus,"",Code 9 AWI,"",0,0
13860,202108,S08000026,"",75plus,"",Code 9 Non-AWI,"",0,0
13861,202108,S08000028,"",18plus,d,All Delay Reasons,d,444,14
13862,202108,S08000028,"",18plus,d,Health and Social Care Reasons,"",330,11
13863,202108,S08000028,"",18plus,d,Patient and Family Related Reasons,"",0,0
13864,202108,S08000028,"",18plus,d,Code 9 AWI,"",0,0
13865,202108,S08000028,"",18plus,d,Code 9 Non-AWI,"",114,4
13866,202108,S08000028,"",18-74,"",All Delay Reasons,d,105,3
13867,202108,S08000028,"",18-74,"",Health and Social Care Reasons,"",105,3
13868,202108,S08000028,"",18-74,"",Patient and Family Related Reasons,"",0,0
13869,202108,S08000028,"",18-74,"",Code 9 AWI,"",0,0
13870,202108,S08000028,"",18-74,"",Code 9 Non-AWI,"",0,0
13871,202108,S08000028,"",75plus,"",All Delay Reasons,d,339,11
13872,202108,S08000028,"",75plus,"",Health and Social Care Reasons,"",225,7
13873,202108,S08000028,"",75plus,"",Patient and Family Related Reasons,"",0,0
13874,202108,S08000028,"",75plus,"",Code 9 AWI,"",0,0
13875,202108,S08000028,"",75plus,"",Code 9 Non-AWI,"",114,4
13876,202108,S08000029,"",18plus,d,All Delay Reasons,d,4244,137
13877,202108,S08000029,"",18plus,d,Health and Social Care Reasons,"",2917,94
13878,202108,S08000029,"",18plus,d,Patient and Family Related Reasons,"",0,0
13879,202108,S08000029,"",18plus,d,Code 9 AWI,"",936,30
13880,202108,S08000029,"",18plus,d,Code 9 Non-AWI,"",391,13
13881,202108,S08000029,"",18-74,"",All Delay Reasons,d,1460,47
13882,202108,S08000029,"",18-74,"",Health and Social Care Reasons,"",781,25
13883,202108,S08000029,"",18-74,"",Patient and Family Related Reasons,"",0,0
13884,202108,S08000029,"",18-74,"",Code 9 AWI,"",288,9
13885,202108,S08000029,"",18-74,"",Code 9 Non-AWI,"",391,13
13886,202108,S08000029,"",75plus,"",All Delay Reasons,d,2784,90
13887,202108,S08000029,"",75plus,"",Health and Social Care Reasons,"",2136,69
13888,202108,S08000029,"",75plus,"",Patient and Family Related Reasons,"",0,0
13889,202108,S08000029,"",75plus,"",Code 9 AWI,"",648,21
13890,202108,S08000029,"",75plus,"",Code 9 Non-AWI,"",0,0
13891,202108,S08000030,"",18plus,d,All Delay Reasons,d,3494,113
13892,202108,S08000030,"",18plus,d,Health and Social Care Reasons,"",1971,64
13893,202108,S08000030,"",18plus,d,Patient and Family Related Reasons,"",132,4
13894,202108,S08000030,"",18plus,d,Code 9 AWI,"",443,14
13895,202108,S08000030,"",18plus,d,Code 9 Non-AWI,"",948,31
13896,202108,S08000030,"",18-74,"",All Delay Reasons,d,1571,51
13897,202108,S08000030,"",18-74,"",Health and Social Care Reasons,"",569,18
13898,202108,S08000030,"",18-74,"",Patient and Family Related Reasons,"",14,0
13899,202108,S08000030,"",18-74,"",Code 9 AWI,"",134,4
13900,202108,S08000030,"",18-74,"",Code 9 Non-AWI,"",854,28
13901,202108,S08000030,"",75plus,"",All Delay Reasons,d,1923,62
13902,202108,S08000030,"",75plus,"",Health and Social Care Reasons,"",1402,45
13903,202108,S08000030,"",75plus,"",Patient and Family Related Reasons,"",118,4
13904,202108,S08000030,"",75plus,"",Code 9 AWI,"",309,10
13905,202108,S08000030,"",75plus,"",Code 9 Non-AWI,"",94,3
13906,202108,S08000031,"",18plus,d,All Delay Reasons,d,9479,306
13907,202108,S08000031,"",18plus,d,Health and Social Care Reasons,"",5088,164
13908,202108,S08000031,"",18plus,d,Patient and Family Related Reasons,"",681,22
13909,202108,S08000031,"",18plus,d,Code 9 AWI,"",3018,97
13910,202108,S08000031,"",18plus,d,Code 9 Non-AWI,"",692,22
13911,202108,S08000031,"",18-74,"",All Delay Reasons,d,4361,141
13912,202108,S08000031,"",18-74,"",Health and Social Care Reasons,"",2343,76
13913,202108,S08000031,"",18-74,"",Patient and Family Related Reasons,"",303,10
13914,202108,S08000031,"",18-74,"",Code 9 AWI,"",1163,38
13915,202108,S08000031,"",18-74,"",Code 9 Non-AWI,"",552,18
13916,202108,S08000031,"",75plus,"",All Delay Reasons,d,5118,165
13917,202108,S08000031,"",75plus,"",Health and Social Care Reasons,"",2745,89
13918,202108,S08000031,"",75plus,"",Patient and Family Related Reasons,"",378,12
13919,202108,S08000031,"",75plus,"",Code 9 AWI,"",1855,60
13920,202108,S08000031,"",75plus,"",Code 9 Non-AWI,"",140,5
13921,202108,S08000032,"",18plus,d,All Delay Reasons,d,5034,162
13922,202108,S08000032,"",18plus,d,Health and Social Care Reasons,"",4081,132
13923,202108,S08000032,"",18plus,d,Patient and Family Related Reasons,"",7,0
13924,202108,S08000032,"",18plus,d,Code 9 AWI,"",797,26
13925,202108,S08000032,"",18plus,d,Code 9 Non-AWI,"",149,5
13926,202108,S08000032,"",18-74,"",All Delay Reasons,d,1495,48
13927,202108,S08000032,"",18-74,"",Health and Social Care Reasons,"",1181,38
13928,202108,S08000032,"",18-74,"",Patient and Family Related Reasons,"",4,0
13929,202108,S08000032,"",18-74,"",Code 9 AWI,"",284,9
13930,202108,S08000032,"",18-74,"",Code 9 Non-AWI,"",26,1
13931,202108,S08000032,"",75plus,"",All Delay Reasons,d,3539,114
13932,202108,S08000032,"",75plus,"",Health and Social Care Reasons,"",2900,94
13933,202108,S08000032,"",75plus,"",Patient and Family Related Reasons,"",3,0
13934,202108,S08000032,"",75plus,"",Code 9 AWI,"",513,17
13935,202108,S08000032,"",75plus,"",Code 9 Non-AWI,"",123,4
13936,202108,S92000003,d,18plus,d,All Delay Reasons,d,46171,1489
13937,202108,S92000003,d,18plus,d,Health and Social Care Reasons,"",32347,1043
13938,202108,S92000003,d,18plus,d,Patient and Family Related Reasons,"",1267,41
13939,202108,S92000003,d,18plus,d,Code 9 AWI,"",8941,288
13940,202108,S92000003,d,18plus,d,Code 9 Non-AWI,"",3616,117
13941,202108,S92000003,d,18-74,"",All Delay Reasons,d,16025,517
13942,202108,S92000003,d,18-74,"",Health and Social Care Reasons,"",10031,324
13943,202108,S92000003,d,18-74,"",Patient and Family Related Reasons,"",460,15
13944,202108,S92000003,d,18-74,"",Code 9 AWI,"",2985,96
13945,202108,S92000003,d,18-74,"",Code 9 Non-AWI,"",2549,82
13946,202108,S92000003,d,75plus,"",All Delay Reasons,d,30146,972
13947,202108,S92000003,d,75plus,"",Health and Social Care Reasons,"",22316,720
13948,202108,S92000003,d,75plus,"",Patient and Family Related Reasons,"",807,26
13949,202108,S92000003,d,75plus,"",Code 9 AWI,"",5956,192
13950,202108,S92000003,d,75plus,"",Code 9 Non-AWI,"",1067,34
13951,202109,S08000015,"",18plus,d,All Delay Reasons,d,4083,136
13952,202109,S08000015,"",18plus,d,Health and Social Care Reasons,"",2631,88
13953,202109,S08000015,"",18plus,d,Patient and Family Related Reasons,"",1,0
13954,202109,S08000015,"",18plus,d,Code 9 AWI,"",817,27
13955,202109,S08000015,"",18plus,d,Code 9 Non-AWI,"",634,21
13956,202109,S08000015,"",18-74,"",All Delay Reasons,d,1338,45
13957,202109,S08000015,"",18-74,"",Health and Social Care Reasons,"",660,22
13958,202109,S08000015,"",18-74,"",Patient and Family Related Reasons,"",1,0
13959,202109,S08000015,"",18-74,"",Code 9 AWI,"",399,13
13960,202109,S08000015,"",18-74,"",Code 9 Non-AWI,"",278,9
13961,202109,S08000015,"",75plus,"",All Delay Reasons,d,2745,92
13962,202109,S08000015,"",75plus,"",Health and Social Care Reasons,"",1971,66
13963,202109,S08000015,"",75plus,"",Patient and Family Related Reasons,"",0,0
13964,202109,S08000015,"",75plus,"",Code 9 AWI,"",418,14
13965,202109,S08000015,"",75plus,"",Code 9 Non-AWI,"",356,12
13966,202109,S08000016,"",18plus,d,All Delay Reasons,d,1435,48
13967,202109,S08000016,"",18plus,d,Health and Social Care Reasons,"",1399,47
13968,202109,S08000016,"",18plus,d,Patient and Family Related Reasons,"",27,1
13969,202109,S08000016,"",18plus,d,Code 9 AWI,"",9,0
13970,202109,S08000016,"",18plus,d,Code 9 Non-AWI,"",0,0
13971,202109,S08000016,"",18-74,"",All Delay Reasons,d,310,10
13972,202109,S08000016,"",18-74,"",Health and Social Care Reasons,"",283,9
13973,202109,S08000016,"",18-74,"",Patient and Family Related Reasons,"",27,1
13974,202109,S08000016,"",18-74,"",Code 9 AWI,"",0,0
13975,202109,S08000016,"",18-74,"",Code 9 Non-AWI,"",0,0
13976,202109,S08000016,"",75plus,"",All Delay Reasons,d,1125,38
13977,202109,S08000016,"",75plus,"",Health and Social Care Reasons,"",1116,37
13978,202109,S08000016,"",75plus,"",Patient and Family Related Reasons,"",0,0
13979,202109,S08000016,"",75plus,"",Code 9 AWI,"",9,0
13980,202109,S08000016,"",75plus,"",Code 9 Non-AWI,"",0,0
13981,202109,S08000017,"",18plus,d,All Delay Reasons,d,1928,64
13982,202109,S08000017,"",18plus,d,Health and Social Care Reasons,"",1526,51
13983,202109,S08000017,"",18plus,d,Patient and Family Related Reasons,"",59,2
13984,202109,S08000017,"",18plus,d,Code 9 AWI,"",242,8
13985,202109,S08000017,"",18plus,d,Code 9 Non-AWI,"",101,3
13986,202109,S08000017,"",18-74,"",All Delay Reasons,d,637,21
13987,202109,S08000017,"",18-74,"",Health and Social Care Reasons,"",505,17
13988,202109,S08000017,"",18-74,"",Patient and Family Related Reasons,"",3,0
13989,202109,S08000017,"",18-74,"",Code 9 AWI,"",46,2
13990,202109,S08000017,"",18-74,"",Code 9 Non-AWI,"",83,3
13991,202109,S08000017,"",75plus,"",All Delay Reasons,d,1291,43
13992,202109,S08000017,"",75plus,"",Health and Social Care Reasons,"",1021,34
13993,202109,S08000017,"",75plus,"",Patient and Family Related Reasons,"",56,2
13994,202109,S08000017,"",75plus,"",Code 9 AWI,"",196,7
13995,202109,S08000017,"",75plus,"",Code 9 Non-AWI,"",18,1
13996,202109,S08000019,"",18plus,d,All Delay Reasons,d,3748,125
13997,202109,S08000019,"",18plus,d,Health and Social Care Reasons,"",2858,95
13998,202109,S08000019,"",18plus,d,Patient and Family Related Reasons,"",112,4
13999,202109,S08000019,"",18plus,d,Code 9 AWI,"",580,19
14000,202109,S08000019,"",18plus,d,Code 9 Non-AWI,"",198,7
14001,202109,S08000019,"",18-74,"",All Delay Reasons,d,1185,40
14002,202109,S08000019,"",18-74,"",Health and Social Care Reasons,"",899,30
14003,202109,S08000019,"",18-74,"",Patient and Family Related Reasons,"",22,1
14004,202109,S08000019,"",18-74,"",Code 9 AWI,"",143,5
14005,202109,S08000019,"",18-74,"",Code 9 Non-AWI,"",121,4
14006,202109,S08000019,"",75plus,"",All Delay Reasons,d,2563,85
14007,202109,S08000019,"",75plus,"",Health and Social Care Reasons,"",1959,65
14008,202109,S08000019,"",75plus,"",Patient and Family Related Reasons,"",90,3
14009,202109,S08000019,"",75plus,"",Code 9 AWI,"",437,15
14010,202109,S08000019,"",75plus,"",Code 9 Non-AWI,"",77,3
14011,202109,S08000020,"",18plus,d,All Delay Reasons,d,2273,76
14012,202109,S08000020,"",18plus,d,Health and Social Care Reasons,"",1650,55
14013,202109,S08000020,"",18plus,d,Patient and Family Related Reasons,"",47,2
14014,202109,S08000020,"",18plus,d,Code 9 AWI,"",468,16
14015,202109,S08000020,"",18plus,d,Code 9 Non-AWI,"",108,4
14016,202109,S08000020,"",18-74,"",All Delay Reasons,d,549,18
14017,202109,S08000020,"",18-74,"",Health and Social Care Reasons,"",329,11
14018,202109,S08000020,"",18-74,"",Patient and Family Related Reasons,"",3,0
14019,202109,S08000020,"",18-74,"",Code 9 AWI,"",184,6
14020,202109,S08000020,"",18-74,"",Code 9 Non-AWI,"",33,1
