date,hbt,hb_name,treatment_location,department_type,number_of_attendances_aggregate,number_meeting_target_aggregate,percent_meeting_target
2021-11-01,S08000032,NHS Lanarkshire,L106H,Emergency Department,5380,4174,77.58364312267658
2021-11-01,S08000032,NHS Lanarkshire,L302H,Emergency Department,4810,3592,74.67775467775468
2021-11-01,S08000032,NHS Lanarkshire,L308H,Emergency Department,5696,3750,65.83567415730337
2021-11-01,S08000024,NHS Lothian,S116H,Minor Injury Unit or Other,3206,1972,61.50966936993137
2021-11-01,S08000024,NHS Lothian,S308H,Emergency Department,4335,3232,74.55594002306805
2021-11-01,S08000024,NHS Lothian,S314H,Emergency Department,9853,5541,56.23667918400487
2021-11-01,S08000024,NHS Lothian,S319H,Emergency Department,5059,4765,94.18857481715754
2021-11-01,S08000025,NHS Orkney,R103H,Emergency Department,456,441,96.71052631578947
2021-11-01,S08000026,NHS Shetland,Z102H,Emergency Department,566,547,96.64310954063605
2021-11-01,S08000030,NHS Tayside,T101H,Emergency Department,4516,4186,92.69264836138176
2021-11-01,S08000030,NHS Tayside,T202H,Emergency Department,1650,1594,96.60606060606061
2021-11-01,S08000030,NHS Tayside,T304H,Minor Injury Unit or Other,532,532,100
2021-11-01,S08000030,NHS Tayside,T319H,Minor Injury Unit or Other,239,239,100
2021-11-01,S08000028,NHS Western Isles,W106H,Minor Injury Unit or Other,54,54,100
2021-11-01,S08000028,NHS Western Isles,W107H,Emergency Department,324,315,97.22222222222221
2021-11-01,S08000028,NHS Western Isles,W108H,Minor Injury Unit or Other,81,80,98.76543209876543
2021-12-01,S08000015,NHS Ayrshire and Arran,A101H,Minor Injury Unit or Other,131,125,95.41984732824427
2021-12-01,S08000015,NHS Ayrshire and Arran,A110H,Minor Injury Unit or Other,58,58,100
2021-12-01,S08000015,NHS Ayrshire and Arran,A111H,Emergency Department,4493,3363,74.84976630313821
2021-12-01,S08000015,NHS Ayrshire and Arran,A210H,Emergency Department,2124,1557,73.30508474576271
2021-12-01,S08000015,NHS Ayrshire and Arran,A216H,Minor Injury Unit or Other,37,37,100
2021-12-01,S08000016,NHS Borders,B120H,Emergency Department,2264,1509,66.65194346289752
2021-12-01,S08000017,NHS Dumfries and Galloway,Y144H,Emergency Department,878,783,89.17995444191345
2021-12-01,S08000017,NHS Dumfries and Galloway,Y146H,Emergency Department,2232,1783,79.88351254480287
2021-12-01,S08000029,NHS Fife,F704H,Emergency Department,4864,3472,71.38157894736842
2021-12-01,S08000029,NHS Fife,F708H,Minor Injury Unit or Other,119,116,97.47899159663865
2021-12-01,S08000029,NHS Fife,F709H,Minor Injury Unit or Other,138,137,99.27536231884058
2021-12-01,S08000029,NHS Fife,F805H,Minor Injury Unit or Other,723,723,100
2021-12-01,S08000019,NHS Forth Valley,V201H,Minor Injury Unit or Other,1476,1466,99.32249322493224
2021-12-01,S08000019,NHS Forth Valley,V217H,Emergency Department,4530,2640,58.27814569536424
2021-12-01,S08000020,NHS Grampian,N101H,Emergency Department,4183,2518,60.19603155629931
2021-12-01,S08000020,NHS Grampian,N121H,Emergency Department,1124,1086,96.61921708185054
2021-12-01,S08000020,NHS Grampian,N333H,Minor Injury Unit or Other,359,359,100
2021-12-01,S08000020,NHS Grampian,N334H,Minor Injury Unit or Other,424,421,99.29245283018868
2021-12-01,S08000020,NHS Grampian,N335H,Minor Injury Unit or Other,213,209,98.12206572769952
2021-12-01,S08000020,NHS Grampian,N411H,Emergency Department,2056,1648,80.1556420233463
2021-12-01,S08000031,NHS Greater Glasgow and Clyde,C206H,Minor Injury Unit or Other,1024,949,92.67578125
2021-12-01,S08000031,NHS Greater Glasgow and Clyde,C313H,Emergency Department,2152,1761,81.83085501858736
2021-12-01,S08000031,NHS Greater Glasgow and Clyde,C418H,Emergency Department,4169,2745,65.84312784840489
2021-12-01,S08000031,NHS Greater Glasgow and Clyde,G107H,Emergency Department,6175,4402,71.28744939271256
2021-12-01,S08000031,NHS Greater Glasgow and Clyde,G207H,Minor Injury Unit or Other,1347,1344,99.77728285077951
2021-12-01,S08000031,NHS Greater Glasgow and Clyde,G306H,Minor Injury Unit or Other,1516,1506,99.34036939313984
2021-12-01,S08000031,NHS Greater Glasgow and Clyde,G405H,Emergency Department,6792,4549,66.97585394581861
2021-12-01,S08000031,NHS Greater Glasgow and Clyde,G513H,Emergency Department,5602,5108,91.181720813995
2021-12-01,S08000022,NHS Highland,C106H,Minor Injury Unit or Other,537,534,99.4413407821229
2021-12-01,S08000022,NHS Highland,C108H,Minor Injury Unit or Other,50,46,92
2021-12-01,S08000022,NHS Highland,C113H,Minor Injury Unit or Other,173,170,98.26589595375722
2021-12-01,S08000022,NHS Highland,C121H,Emergency Department,590,566,95.9322033898305
2021-12-01,S08000022,NHS Highland,C122H,Minor Injury Unit or Other,275,255,92.72727272727272
2021-12-01,S08000022,NHS Highland,H101H,Minor Injury Unit or Other,3,3,100
2021-12-01,S08000022,NHS Highland,H103H,Emergency Department,662,583,88.06646525679758
2021-12-01,S08000022,NHS Highland,H106H,Minor Injury Unit or Other,18,18,100
2021-12-01,S08000022,NHS Highland,H202H,Emergency Department,2618,1964,75.01909854851031
2021-12-01,S08000022,NHS Highland,H208H,Minor Injury Unit or Other,220,218,99.0909090909091
2021-12-01,S08000022,NHS Highland,H212H,Emergency Department,645,577,89.45736434108527
2021-12-01,S08000022,NHS Highland,H214H,Minor Injury Unit or Other,286,286,100
2021-12-01,S08000022,NHS Highland,H215H,Minor Injury Unit or Other,36,36,100
2021-12-01,S08000022,NHS Highland,H219H,Minor Injury Unit or Other,23,23,100
2021-12-01,S08000022,NHS Highland,H224H,Minor Injury Unit or Other,200,198,99
2021-12-01,S08000022,NHS Highland,H227B,Minor Injury Unit or Other,55,55,100
2021-12-01,S08000022,NHS Highland,H227H,Minor Injury Unit or Other,99,98,98.98989898989899
2021-12-01,S08000032,NHS Lanarkshire,L106H,Emergency Department,4963,3837,77.31210961112231
2021-12-01,S08000032,NHS Lanarkshire,L302H,Emergency Department,4602,3284,71.36027813993915
2021-12-01,S08000032,NHS Lanarkshire,L308H,Emergency Department,5444,3277,60.194709772226304
2021-12-01,S08000024,NHS Lothian,S116H,Minor Injury Unit or Other,2951,1785,60.48797017960014
2021-12-01,S08000024,NHS Lothian,S308H,Emergency Department,4351,3154,72.48908296943232
2021-12-01,S08000024,NHS Lothian,S314H,Emergency Department,9093,5359,58.935444847685034
2021-12-01,S08000024,NHS Lothian,S319H,Emergency Department,4062,3863,95.10093549975382
2021-12-01,S08000025,NHS Orkney,R103H,Emergency Department,458,436,95.19650655021834
2021-12-01,S08000026,NHS Shetland,Z102H,Emergency Department,603,585,97.01492537313433
2021-12-01,S08000030,NHS Tayside,T101H,Emergency Department,4128,3883,94.06492248062015
2021-12-01,S08000030,NHS Tayside,T202H,Emergency Department,1536,1410,91.796875
2021-12-01,S08000030,NHS Tayside,T304H,Minor Injury Unit or Other,473,473,100
2021-12-01,S08000030,NHS Tayside,T319H,Minor Injury Unit or Other,227,227,100
2021-12-01,S08000028,NHS Western Isles,W106H,Minor Injury Unit or Other,41,41,100
2021-12-01,S08000028,NHS Western Isles,W107H,Emergency Department,325,313,96.3076923076923
2021-12-01,S08000028,NHS Western Isles,W108H,Minor Injury Unit or Other,69,69,100
2022-01-01,S08000015,NHS Ayrshire and Arran,A101H,Minor Injury Unit or Other,184,178,96.73913043478261
2022-01-01,S08000015,NHS Ayrshire and Arran,A110H,Minor Injury Unit or Other,91,90,98.9010989010989
2022-01-01,S08000015,NHS Ayrshire and Arran,A111H,Emergency Department,4351,3263,74.99425419443806
2022-01-01,S08000015,NHS Ayrshire and Arran,A210H,Emergency Department,2138,1490,69.6913002806361
2022-01-01,S08000015,NHS Ayrshire and Arran,A216H,Minor Injury Unit or Other,56,56,100
2022-01-01,S08000016,NHS Borders,B120H,Emergency Department,2142,1487,69.42110177404295
2022-01-01,S08000017,NHS Dumfries and Galloway,Y144H,Emergency Department,801,721,90.01248439450687
2022-01-01,S08000017,NHS Dumfries and Galloway,Y146H,Emergency Department,2163,1721,79.56541840036986
2022-01-01,S08000029,NHS Fife,F704H,Emergency Department,4795,3445,71.84567257559958
2022-01-01,S08000029,NHS Fife,F708H,Minor Injury Unit or Other,108,106,98.14814814814815
2022-01-01,S08000029,NHS Fife,F709H,Minor Injury Unit or Other,163,163,100
2022-01-01,S08000029,NHS Fife,F805H,Minor Injury Unit or Other,817,817,100
2022-01-01,S08000019,NHS Forth Valley,V201H,Minor Injury Unit or Other,1616,1612,99.75247524752476
2022-01-01,S08000019,NHS Forth Valley,V217H,Emergency Department,4416,3069,69.49728260869566
2022-01-01,S08000020,NHS Grampian,N101H,Emergency Department,4194,2524,60.18121125417263
2022-01-01,S08000020,NHS Grampian,N121H,Emergency Department,1083,1041,96.1218836565097
2022-01-01,S08000020,NHS Grampian,N333H,Minor Injury Unit or Other,444,442,99.54954954954955
2022-01-01,S08000020,NHS Grampian,N334H,Minor Injury Unit or Other,460,460,100
2022-01-01,S08000020,NHS Grampian,N335H,Minor Injury Unit or Other,178,175,98.31460674157303
2022-01-01,S08000020,NHS Grampian,N411H,Emergency Department,1994,1610,80.74222668004012
2022-01-01,S08000031,NHS Greater Glasgow and Clyde,C206H,Minor Injury Unit or Other,1053,986,93.6372269705603
2022-01-01,S08000031,NHS Greater Glasgow and Clyde,C313H,Emergency Department,2111,1657,78.49360492657507
2022-01-01,S08000031,NHS Greater Glasgow and Clyde,C418H,Emergency Department,4204,2783,66.1988582302569
2022-01-01,S08000031,NHS Greater Glasgow and Clyde,G107H,Emergency Department,6282,4553,72.47691817892391
2022-01-01,S08000031,NHS Greater Glasgow and Clyde,G207H,Minor Injury Unit or Other,1619,1616,99.81470043236565
2022-01-01,S08000031,NHS Greater Glasgow and Clyde,G306H,Minor Injury Unit or Other,1743,1742,99.94262765347102
2022-01-01,S08000031,NHS Greater Glasgow and Clyde,G405H,Emergency Department,6735,3851,57.17891610987379
2022-01-01,S08000031,NHS Greater Glasgow and Clyde,G513H,Emergency Department,5003,4923,98.40095942434539
2022-01-01,S08000022,NHS Highland,C106H,Minor Injury Unit or Other,547,544,99.45155393053017
2022-01-01,S08000022,NHS Highland,C108H,Minor Injury Unit or Other,59,57,96.61016949152543
2022-01-01,S08000022,NHS Highland,C113H,Minor Injury Unit or Other,210,204,97.14285714285714
2022-01-01,S08000022,NHS Highland,C121H,Emergency Department,624,604,96.7948717948718
2022-01-01,S08000022,NHS Highland,C122H,Minor Injury Unit or Other,235,221,94.04255319148936
2022-01-01,S08000022,NHS Highland,H101H,Minor Injury Unit or Other,4,4,100
2022-01-01,S08000022,NHS Highland,H103H,Emergency Department,587,525,89.43781942078365
2022-01-01,S08000022,NHS Highland,H106H,Minor Injury Unit or Other,17,17,100
2022-01-01,S08000022,NHS Highland,H202H,Emergency Department,2543,1980,77.86079433739678
2022-01-01,S08000022,NHS Highland,H208H,Minor Injury Unit or Other,197,196,99.49238578680203
2022-01-01,S08000022,NHS Highland,H212H,Emergency Department,652,595,91.25766871165644
2022-01-01,S08000022,NHS Highland,H214H,Minor Injury Unit or Other,244,237,97.1311475409836
2022-01-01,S08000022,NHS Highland,H215H,Minor Injury Unit or Other,53,53,100
2022-01-01,S08000022,NHS Highland,H219H,Minor Injury Unit or Other,22,22,100
2022-01-01,S08000022,NHS Highland,H224H,Minor Injury Unit or Other,226,221,97.78761061946902
2022-01-01,S08000022,NHS Highland,H227B,Minor Injury Unit or Other,50,50,100
2022-01-01,S08000022,NHS Highland,H227H,Minor Injury Unit or Other,79,77,97.46835443037975
2022-01-01,S08000032,NHS Lanarkshire,L106H,Emergency Department,5092,3638,71.44540455616654
2022-01-01,S08000032,NHS Lanarkshire,L302H,Emergency Department,4741,3396,71.63045770934401
2022-01-01,S08000032,NHS Lanarkshire,L308H,Emergency Department,5448,3338,61.270190895741564
2022-01-01,S08000024,NHS Lothian,S116H,Minor Injury Unit or Other,2924,1901,65.01367989056087
2022-01-01,S08000024,NHS Lothian,S308H,Emergency Department,4321,3155,73.01550566998381
2022-01-01,S08000024,NHS Lothian,S314H,Emergency Department,9087,5299,58.31407505227247
2022-01-01,S08000024,NHS Lothian,S319H,Emergency Department,3831,3641,95.0404594100757
2022-01-01,S08000025,NHS Orkney,R103H,Emergency Department,478,444,92.88702928870293
2022-01-01,S08000026,NHS Shetland,Z102H,Emergency Department,541,531,98.15157116451016
2022-01-01,S08000030,NHS Tayside,T101H,Emergency Department,4240,3982,93.91509433962264
2022-01-01,S08000030,NHS Tayside,T202H,Emergency Department,1496,1413,94.45187165775401
2022-01-01,S08000030,NHS Tayside,T304H,Minor Injury Unit or Other,536,535,99.81343283582089
2022-01-01,S08000030,NHS Tayside,T319H,Minor Injury Unit or Other,239,239,100
2022-01-01,S08000028,NHS Western Isles,W106H,Minor Injury Unit or Other,38,38,100
2022-01-01,S08000028,NHS Western Isles,W107H,Emergency Department,322,316,98.13664596273291
2022-01-01,S08000028,NHS Western Isles,W108H,Minor Injury Unit or Other,77,77,100
2022-02-01,S08000015,NHS Ayrshire and Arran,A101H,Minor Injury Unit or Other,159,159,100
2022-02-01,S08000015,NHS Ayrshire and Arran,A110H,Minor Injury Unit or Other,73,72,98.63013698630137
2022-02-01,S08000015,NHS Ayrshire and Arran,A111H,Emergency Department,4327,3120,72.10538479315923
2022-02-01,S08000015,NHS Ayrshire and Arran,A210H,Emergency Department,2128,1457,68.46804511278195
2022-02-01,S08000015,NHS Ayrshire and Arran,A216H,Minor Injury Unit or Other,52,52,100
2022-02-01,S08000016,NHS Borders,B120H,Emergency Department,2203,1451,65.86472991375398
2022-02-01,S08000017,NHS Dumfries and Galloway,Y144H,Emergency Department,843,734,87.06998813760379
2022-02-01,S08000017,NHS Dumfries and Galloway,Y146H,Emergency Department,2340,1852,79.14529914529915
2022-02-01,S08000029,NHS Fife,F704H,Emergency Department,4796,3777,78.75312760633861
2022-02-01,S08000029,NHS Fife,F708H,Minor Injury Unit or Other,144,143,99.30555555555556
2022-02-01,S08000029,NHS Fife,F709H,Minor Injury Unit or Other,201,201,100
2022-02-01,S08000029,NHS Fife,F805H,Minor Injury Unit or Other,856,855,99.88317757009347
2022-02-01,S08000019,NHS Forth Valley,V201H,Minor Injury Unit or Other,1664,1662,99.8798076923077
2022-02-01,S08000019,NHS Forth Valley,V217H,Emergency Department,4430,2974,67.13318284424379
2022-02-01,S08000020,NHS Grampian,N101H,Emergency Department,3955,2258,57.09228824273072
2022-02-01,S08000020,NHS Grampian,N121H,Emergency Department,1181,1095,92.71803556308214
2022-02-01,S08000020,NHS Grampian,N333H,Minor Injury Unit or Other,487,486,99.7946611909651
2022-02-01,S08000020,NHS Grampian,N334H,Minor Injury Unit or Other,456,453,99.3421052631579
2022-02-01,S08000020,NHS Grampian,N335H,Minor Injury Unit or Other,233,232,99.57081545064378
2022-02-01,S08000020,NHS Grampian,N411H,Emergency Department,1886,1467,77.78366914103924
2022-02-01,S08000031,NHS Greater Glasgow and Clyde,C206H,Minor Injury Unit or Other,1086,1003,92.3572744014733
2022-02-01,S08000031,NHS Greater Glasgow and Clyde,C313H,Emergency Department,2248,1830,81.40569395017793
2022-02-01,S08000031,NHS Greater Glasgow and Clyde,C418H,Emergency Department,4146,2809,67.75205016883743
2022-02-01,S08000031,NHS Greater Glasgow and Clyde,G107H,Emergency Department,6270,4418,70.46251993620415
2022-02-01,S08000031,NHS Greater Glasgow and Clyde,G207H,Minor Injury Unit or Other,1692,1678,99.17257683215131
2022-02-01,S08000031,NHS Greater Glasgow and Clyde,G306H,Minor Injury Unit or Other,1708,1699,99.47306791569088
2022-02-01,S08000031,NHS Greater Glasgow and Clyde,G405H,Emergency Department,6763,3813,56.380304598550936
2022-02-01,S08000031,NHS Greater Glasgow and Clyde,G513H,Emergency Department,4908,4785,97.49388753056235
2022-02-01,S08000022,NHS Highland,C106H,Minor Injury Unit or Other,516,513,99.4186046511628
2022-02-01,S08000022,NHS Highland,C108H,Minor Injury Unit or Other,51,47,92.15686274509804
2022-02-01,S08000022,NHS Highland,C113H,Minor Injury Unit or Other,213,206,96.71361502347418
2022-02-01,S08000022,NHS Highland,C121H,Emergency Department,606,558,92.07920792079209
2022-02-01,S08000022,NHS Highland,C122H,Minor Injury Unit or Other,228,219,96.05263157894737
2022-02-01,S08000022,NHS Highland,H101H,Minor Injury Unit or Other,3,3,100
2022-02-01,S08000022,NHS Highland,H103H,Emergency Department,665,596,89.62406015037594
2022-02-01,S08000022,NHS Highland,H106H,Minor Injury Unit or Other,21,21,100
2022-02-01,S08000022,NHS Highland,H202H,Emergency Department,2424,1864,76.89768976897689
2022-02-01,S08000022,NHS Highland,H208H,Minor Injury Unit or Other,181,181,100
2022-02-01,S08000022,NHS Highland,H212H,Emergency Department,635,575,90.5511811023622
2022-02-01,S08000022,NHS Highland,H214H,Minor Injury Unit or Other,304,303,99.67105263157895
2022-02-01,S08000022,NHS Highland,H215H,Minor Injury Unit or Other,44,44,100
2022-02-01,S08000022,NHS Highland,H219H,Minor Injury Unit or Other,38,38,100
2022-02-01,S08000022,NHS Highland,H224H,Minor Injury Unit or Other,215,209,97.20930232558139
2022-02-01,S08000022,NHS Highland,H227B,Minor Injury Unit or Other,51,51,100
2022-02-01,S08000022,NHS Highland,H227H,Minor Injury Unit or Other,64,62,96.875
2022-02-01,S08000032,NHS Lanarkshire,L106H,Emergency Department,4982,3333,66.90084303492573
2022-02-01,S08000032,NHS Lanarkshire,L302H,Emergency Department,4787,3173,66.28368498015459
2022-02-01,S08000032,NHS Lanarkshire,L308H,Emergency Department,5340,3084,57.752808988764045
2022-02-01,S08000024,NHS Lothian,S116H,Minor Injury Unit or Other,2910,1748,60.06872852233677
2022-02-01,S08000024,NHS Lothian,S308H,Emergency Department,4179,3038,72.69681742043551
2022-02-01,S08000024,NHS Lothian,S314H,Emergency Department,8997,4533,50.3834611537179
2022-02-01,S08000024,NHS Lothian,S319H,Emergency Department,3750,3528,94.08
2022-02-01,S08000025,NHS Orkney,R103H,Emergency Department,426,405,95.07042253521126
2022-02-01,S08000026,NHS Shetland,Z102H,Emergency Department,515,505,98.05825242718447
2022-02-01,S08000030,NHS Tayside,T101H,Emergency Department,4182,3820,91.34385461501674
2022-02-01,S08000030,NHS Tayside,T202H,Emergency Department,1489,1405,94.35862995298858
2022-02-01,S08000030,NHS Tayside,T304H,Minor Injury Unit or Other,513,512,99.80506822612085
2022-02-01,S08000030,NHS Tayside,T319H,Minor Injury Unit or Other,245,245,100
2022-02-01,S08000028,NHS Western Isles,W106H,Minor Injury Unit or Other,33,33,100
2022-02-01,S08000028,NHS Western Isles,W107H,Emergency Department,375,363,96.8
2022-02-01,S08000028,NHS Western Isles,W108H,Minor Injury Unit or Other,67,67,100
2022-03-01,S08000015,NHS Ayrshire and Arran,A101H,Minor Injury Unit or Other,180,178,98.88888888888889
2022-03-01,S08000015,NHS Ayrshire and Arran,A110H,Minor Injury Unit or Other,89,88,98.87640449438202
2022-03-01,S08000015,NHS Ayrshire and Arran,A111H,Emergency Department,5240,3661,69.86641221374046
2022-03-01,S08000015,NHS Ayrshire and Arran,A210H,Emergency Department,2709,1720,63.49206349206349
